dia,ts,lado,R,motivo,rgo,neta
2021-04-08,2021-04-08 09:00:00,1,-1.0,SL,10.200000000000209,-1.1401960784313696
2021-04-13,2021-04-13 09:00:00,-1,-1.0,SL,10.499999999999954,-1.1361904761904769
2021-04-15,2021-04-15 09:30:00,1,-1.0,SL,3.1000000000003247,-1.4612903225805969
2021-04-15,2021-04-15 11:25:00,1,-1.0,SL,4.999999999999449,-1.2860000000000316
2021-05-03,2021-05-03 09:00:00,1,0.7179487179487909,cierre,19.499999999998963,0.6446153846154536
2021-05-03,2021-05-03 08:10:00,-1,-1.0,SL,6.900000000000794,-1.2072463768115704
2021-06-22,2021-06-22 08:05:00,1,-1.0,SL,3.2999999999994145,-1.4333333333334102
2021-08-11,2021-08-11 08:15:00,-1,2.0,TP,1.9999999999997797,1.2849999999999213
2021-08-17,2021-08-17 10:15:00,1,-1.0,SL,9.399999999999409,-1.1521276595744776
2021-08-17,2021-08-17 08:10:00,-1,-1.0,SL,3.60000000000138,-1.3972222222220698
2021-08-17,2021-08-17 11:25:00,-1,-0.2784810126583417,cierre,7.900000000000684,-0.4594936708861741
2021-10-20,2021-10-20 09:30:00,-1,0.17391304347841477,cierre,6.900000000000794,-0.03333333333315555
2021-11-29,2021-11-29 08:05:00,-1,-1.0,SL,12.199999999999989,-1.1172131147540985
2021-12-22,2021-12-22 11:25:00,1,-0.18633540372670038,cierre,16.099999999998893,-0.275155279503104
2021-12-22,2021-12-22 08:25:00,-1,-1.0,SL,3.1000000000003247,-1.4612903225805969
2022-01-11,2022-01-11 08:25:00,1,-1.0,SL,3.5000000000007248,-1.408571428571344
2022-02-22,2022-02-22 09:30:00,1,2.0,TP,9.799999999999809,1.8540816326530585
2022-02-22,2022-02-22 10:55:00,-1,-1.0,SL,7.399999999999629,-1.193243243243253
2022-03-29,2022-03-29 08:45:00,1,-1.0,SL,8.299999999998864,-1.1722891566265297
2022-03-29,2022-03-29 10:05:00,1,-1.0,SL,3.1000000000003247,-1.4612903225805969
2022-03-29,2022-03-29 11:10:00,1,0.300578034682059,cierre,34.600000000000186,0.2592485549132731
2022-04-05,2022-04-05 08:50:00,1,-1.0,SL,6.099999999999994,-1.234426229508197
2022-04-05,2022-04-05 11:20:00,1,-0.17105263157892814,cierre,7.599999999998719,-0.35921052631580197
2022-04-05,2022-04-05 10:50:00,-1,-1.0,SL,2.2999999999995246,-1.6217391304349111
2022-08-25,2022-08-25 08:20:00,1,-1.0,SL,26.500000000000412,-1.0539622641509425
2022-08-25,2022-08-25 09:05:00,-1,-1.0,SL,8.799999999999919,-1.1625000000000014
2022-10-25,2022-10-25 08:45:00,-1,-1.0,SL,7.500000000000284,-1.1906666666666594
2022-12-07,2022-12-07 09:55:00,1,0.32478632478626884,cierre,23.400000000000087,0.26367521367515795
2022-12-07,2022-12-07 08:15:00,-1,-1.0,SL,13.000000000000789,-1.1099999999999932
2023-02-06,2023-02-06 08:55:00,-1,-1.0,SL,8.300000000001084,-1.1722891566264835
2023-03-29,2023-03-29 08:05:00,-1,-1.0,SL,8.900000000000574,-1.1606741573033603
2023-05-11,2023-05-11 08:25:00,-1,2.0,TP,6.099999999999994,1.765573770491803
2023-05-19,2023-05-19 08:15:00,1,0.681415929203439,cierre,11.300000000000754,0.5548672566370757
2023-08-09,2023-08-09 08:10:00,-1,2.0,TP,1.80000000000069,1.2055555555558601
2023-09-20,2023-09-20 08:20:00,1,-1.0,SL,5.599999999998939,-1.2553571428571912
2023-09-20,2023-09-20 09:45:00,1,2.0,TP,4.20000000000087,1.65952380952388
2023-09-20,2023-09-20 08:05:00,1,2.0,TP,3.1000000000003247,1.5387096774194031
2023-09-20,2023-09-20 09:15:00,-1,-1.0,SL,6.699999999999484,-1.2134328358209119
2023-11-09,2023-11-09 09:20:00,-1,0.359154929577478,cierre,14.199999999999768,0.2584507042253637
2024-01-11,2024-01-11 10:10:00,-1,0.6333333333328769,cierre,6.00000000000156,0.39499999999960556
2024-01-25,2024-01-25 08:05:00,1,2.0,TP,1.6000000000016001,1.106250000000894
2024-04-18,2024-04-18 08:05:00,1,-1.0,SL,5.40000000000207,-1.2648148148147134
2024-04-30,2024-04-30 11:05:00,1,0.2198952879581517,cierre,19.100000000000783,0.14502617801051076
2024-04-30,2024-04-30 08:10:00,-1,-1.0,SL,6.200000000000649,-1.2306451612902984
2024-04-30,2024-04-30 10:20:00,-1,-1.0,SL,6.800000000000139,-1.2102941176470545
2024-07-11,2024-07-11 10:05:00,-1,-1.0,SL,0.5000000000010552,-3.8599999999939643
2024-08-05,2024-08-05 09:25:00,1,2.0,TP,11.699999999998933,1.8777777777777667
2024-08-05,2024-08-05 09:55:00,-1,-1.0,SL,17.700000000000493,-1.0807909604519752
