dia,ses,lado,entrada,stop,riesgo,edad,ts,R,motivo,ins
2020-01-02,Londres,-1,108.673,108.822,0.1490000000000009,1,2020-01-02 14:59:00,2.0,TP,USDJPY
2020-01-03,Londres,1,108.05,107.905,0.14499999999999602,1,2020-01-03 10:59:00,-1.0,SL,USDJPY
2020-01-06,Asia,1,108.031,107.75999999999999,0.271000000000015,1,2020-01-06 02:59:00,2.0,TP,USDJPY
2020-01-07,Londres,1,108.413,108.25099999999999,0.16200000000000614,1,2020-01-07 10:59:00,-1.0,SL,USDJPY
2020-01-08,Asia,1,108.391,107.64099999999999,0.7500000000000142,1,2020-01-08 02:59:00,1.4133333333332907,tiempo,USDJPY
2020-01-09,Asia,-1,109.196,109.265,0.06900000000000261,1,2020-01-09 02:59:00,-1.0,SL,USDJPY
2020-01-10,Asia,-1,109.54,109.592,0.0519999999999925,1,2020-01-10 02:59:00,-1.0,SL,USDJPY
2020-01-13,Asia,1,109.626,109.518,0.10800000000000409,3,2020-01-13 02:59:00,2.0,TP,USDJPY
2020-01-14,Londres,1,110.047,109.875,0.17199999999999704,1,2020-01-14 10:59:00,-1.0,SL,USDJPY
2020-01-15,Asia,1,109.933,109.80699999999999,0.12600000000001899,1,2020-01-15 02:59:00,-1.0,SL,USDJPY
2020-01-16,Asia,-1,109.934,110.0,0.0660000000000025,2,2020-01-16 02:59:00,-1.0,SL,USDJPY
2020-01-17,Asia,-1,110.205,110.30000000000001,0.09500000000001307,9,2020-01-17 02:59:00,0.23157894736829823,tiempo,USDJPY
2020-01-20,Asia,-1,110.183,110.227,0.04399999999999693,1,2020-01-20 02:59:00,2.0,TP,USDJPY
2020-01-21,Asia,-1,109.973,110.233,0.2600000000000051,1,2020-01-21 02:59:00,2.0,TP,USDJPY
2020-01-22,Asia,-1,110.054,110.107,0.05299999999999727,2,2020-01-22 02:59:00,2.0,TP,USDJPY
2020-01-23,Londres,1,109.576,109.481,0.09499999999999886,1,2020-01-23 10:59:00,-1.0,SL,USDJPY
2020-01-24,Asia,1,109.528,109.44,0.08800000000000807,2,2020-01-24 06:59:00,-1.0,SL,USDJPY
