R,neta,mot,rgo,hniv,aliU,aliM,dob,i
-1.0,-1.2658631690889623,SL,5.64200000000028,16,False,False,True,USDJPY
-1.0,-1.1890120967742075,SL,7.93599999999941,23,False,False,False,USDJPY
-1.0,-2.180173092052326,SL,1.2710000000012656,2,False,False,False,USDJPY
-1.0,-1.8342602892104964,SL,1.7979999999994334,23,False,False,False,USDJPY
-1.0,-1.1785501725984866,SL,8.401000000000636,2,False,False,False,USDJPY
-1.0,-1.3870967741934745,SL,3.875000000000739,16,True,False,True,USDJPY
-1.0,-1.3870967741934745,SL,3.875000000000739,23,True,False,True,USDJPY
2.0,1.4623655913978972,TP,2.790000000000248,16,False,False,True,USDJPY
-1.0,-1.4135649296939414,SL,3.62700000000018,23,False,True,True,USDJPY
0.12247574088638497,-0.07421977445588929,fuera,7.625999999999067,2,False,True,True,USDJPY
0.12247574088638497,-0.07421977445588929,fuera,7.625999999999067,21,False,True,True,USDJPY
2.0,1.758064516129023,TP,6.199999999999761,2,False,False,True,USDJPY
2.0,1.758064516129023,TP,6.199999999999761,21,False,False,True,USDJPY
-1.0,-1.345622119815738,SL,4.339999999999122,15,False,False,False,USDJPY
-1.0,-1.5317263381779247,SL,2.82100000000014,21,False,False,False,USDJPY
-1.0,-1.3998933617702214,SL,3.750999999999749,21,False,False,False,USDJPY
-1.0,-1.509337860781035,SL,2.944999999999709,21,False,True,True,USDJPY
-1.0,-1.756048387096695,SL,1.9840000000002078,21,False,False,False,USDJPY
2.0,1.6708360763661176,TP,4.55700000000121,22,False,True,False,USDJPY
-1.0,-1.5317263381779247,SL,2.82100000000014,11,False,False,True,USDJPY
-1.0,-1.1674294006027437,SL,8.959000000000117,21,False,True,True,USDJPY
-1.0,-1.1674294006027437,SL,8.959000000000117,11,False,True,True,USDJPY
0.8398571975008675,0.7442305240340873,fuera,15.686000000000888,21,False,False,True,USDJPY
-1.0,-1.0912964090079138,SL,16.429999999999723,11,False,True,True,USDJPY
-1.0,-1.0912964090079138,SL,16.429999999999723,23,False,True,True,USDJPY
-1.0,-1.2863141820958832,SL,5.238999999998839,23,False,False,False,USDJPY
2.0,1.7858978018840932,TP,7.005999999999801,22,False,False,True,USDJPY
-1.0,-1.3665689149560132,SL,4.0919999999999845,16,False,True,True,USDJPY
-1.0,-1.2587545282042552,SL,5.796999999999741,16,False,False,False,USDJPY
-1.0,-1.4244482173175974,SL,3.5339999999990823,22,False,True,False,USDJPY
-1.0,-1.2658631690890294,SL,5.641999999998859,22,False,False,True,USDJPY
-1.0,-1.3780241935483475,SL,3.9680000000004156,2,False,False,True,USDJPY
-1.0,-1.3780241935483475,SL,3.9680000000004156,17,False,False,True,USDJPY
-1.0,-1.3024193548387213,SL,4.959999999999809,17,False,False,True,USDJPY
-1.0,-1.3840245775729025,SL,3.906000000000631,17,False,False,False,USDJPY
0.01322327971027673,-0.11311378758528359,fuera,11.872999999998513,17,False,False,True,USDJPY
-1.0,-1.4100601421543337,SL,3.657999999998651,16,False,True,True,USDJPY
-1.0,-1.190500381000771,SL,7.873999999999626,1,False,False,False,USDJPY
-1.0,-1.190500381000771,SL,7.873999999999626,16,False,False,False,USDJPY
-1.0,-1.520291363163385,SL,2.8829999999999245,17,False,False,False,USDJPY
-1.0,-1.375093773443332,SL,3.999000000000308,17,False,True,True,USDJPY
2.0,1.5679723502305043,TP,3.472000000000719,16,False,True,True,USDJPY
2.0,1.5755517826824026,TP,3.5339999999990823,1,False,True,True,USDJPY
-1.0,-1.1703771013175701,SL,8.804000000000656,23,False,False,True,USDJPY
-1.0,-1.192777277984836,SL,7.780999999999949,17,True,False,True,USDJPY
-1.0,-1.192777277984836,SL,7.780999999999949,23,True,False,True,USDJPY
2.0,1.6568291008922786,TP,4.371000000000436,1,True,False,True,USDJPY
-1.0,-1.257378174330833,SL,5.8279999999996335,1,False,False,True,USDJPY
-1.0,-1.2560163850486017,SL,5.859000000000947,1,True,False,True,USDJPY
-1.0,-1.2560163850486017,SL,5.859000000000947,16,True,False,True,USDJPY
2.0,1.8079877112135136,TP,7.811999999999841,16,False,False,True,USDJPY
2.0,1.8079877112135136,TP,7.811999999999841,23,False,False,True,USDJPY
-1.0,-1.54367524465379,SL,2.7590000000003556,15,False,False,True,USDJPY
-1.0,-1.54367524465379,SL,2.7590000000003556,19,False,False,False,USDJPY
-1.0,-1.4988360492185742,SL,3.0069999999994934,2,False,False,True,USDJPY
2.0,1.1511035653654877,TP,1.7670000000009622,2,True,False,True,USDJPY
-1.0,-1.3531904874029186,SL,4.246999999999446,20,False,False,True,USDJPY
2.0,1.5519713261648382,TP,3.347999999999729,20,False,False,False,USDJPY
2.0,1.5256166982920634,TP,3.1619999999989545,20,False,True,True,USDJPY
-1.0,-1.2189461392497791,SL,6.850999999998919,20,False,False,True,USDJPY
-1.0,-1.2189461392497791,SL,6.850999999998919,3,False,False,True,USDJPY
-1.0,-1.4171301446050835,SL,3.596000000000288,23,False,True,True,USDJPY
-1.0,-1.6538796861375935,SL,2.294000000000551,20,False,True,False,USDJPY
2.0,1.7067448680352302,TP,5.115000000000691,23,False,False,True,USDJPY
-1.0,-1.3722084367245473,SL,4.0300000000002,13,False,True,True,USDJPY
-1.0,-1.2261079288513828,SL,6.6339999999996735,16,False,False,False,USDJPY
2.0,1.843912591051,TP,9.610000000000696,13,False,False,True,USDJPY
-1.0,-1.4066142586066723,SL,3.6889999999999645,16,False,True,False,USDJPY
-1.0,-1.2007763351626013,SL,7.471000000001027,23,False,False,False,USDJPY
-1.0,-1.1819063788503572,SL,8.245999999999754,23,False,True,True,USDJPY
2.0,1.3715961457897543,TP,2.387000000000228,23,False,False,True,USDJPY
-1.0,-1.1607544743328648,SL,9.331000000000245,16,True,False,True,USDJPY
-1.0,-1.1607544743328648,SL,9.331000000000245,23,True,False,True,USDJPY
-1.0,-1.4135649296939414,SL,3.62700000000018,3,False,False,True,USDJPY
2.0,1.618999237998389,TP,3.9369999999991023,18,False,False,True,USDJPY
-1.0,-1.5829770695683698,SL,2.5730000000010023,3,False,False,False,USDJPY
-1.0,-1.5829770695683698,SL,2.5730000000010023,18,False,False,False,USDJPY
-1.0,-1.2764976958525542,SL,5.4249999999996135,16,False,True,True,USDJPY
-1.0,-1.569259962049473,SL,2.6349999999993656,10,True,False,True,USDJPY
2.0,1.7531270572745306,TP,6.076000000000192,10,False,False,True,USDJPY
2.0,1.7531270572745306,TP,6.076000000000192,23,False,False,True,USDJPY
2.0,1.836530078465551,TP,9.175999999999362,23,False,False,True,USDJPY
-1.0,-1.3162555344719105,SL,4.742999999999142,10,True,False,True,USDJPY
-1.0,-1.4790801660812676,SL,3.1309999999990623,10,True,False,True,USDJPY
-1.0,-1.469777638584364,SL,3.193000000000268,23,False,False,False,USDJPY
-1.0,-1.469777638584364,SL,3.193000000000268,23,False,False,False,USDJPY
-1.0,-1.469777638584364,SL,3.193000000000268,14,False,False,False,USDJPY
-1.0,-1.2024564718585553,SL,7.408999999999821,13,False,False,False,USDJPY
-1.0,-1.3506311360448184,SL,4.278000000000759,10,True,False,True,USDJPY
-1.0,-1.3506311360448184,SL,4.278000000000759,23,True,False,True,USDJPY
-1.0,-1.8797653958945535,SL,1.7049999999997567,23,True,False,True,USDJPY
-1.0,-1.1160362032954234,SL,12.927000000000533,10,False,False,True,USDJPY
-1.0,-1.1160362032954234,SL,12.927000000000533,2,False,False,True,USDJPY
-1.0,-1.4032258064516285,SL,3.7199999999998568,17,False,False,False,USDJPY
-1.0,-1.2673320263767414,SL,5.611000000000388,17,False,True,True,USDJPY
-1.0,-1.39989336177007,SL,3.75100000000117,0,False,True,True,USDJPY
2.0,1.6518913901137682,TP,4.309000000000651,15,False,False,True,USDJPY
-1.0,-1.194325689856195,SL,7.719000000000165,10,True,False,True,USDJPY
2.0,1.666295884315907,TP,4.4950000000000045,1,False,False,False,USDJPY
-1.0,-1.3269398430687969,SL,4.588000000001102,9,False,True,True,USDJPY
-1.0,-1.3204443494979172,SL,4.681000000000779,8,True,False,True,USDJPY
-1.0,-1.1440092165898517,SL,10.416000000000736,14,True,False,True,USDJPY
-1.0,-1.2688172043010515,SL,5.580000000000496,1,False,False,False,USDJPY
-1.0,-1.2688172043010515,SL,5.580000000000496,9,False,False,False,USDJPY
-1.0,-1.2431512400712734,SL,6.16900000000129,9,False,False,True,USDJPY
2.0,1.7170345217883443,TP,5.301000000000045,6,False,False,True,USDJPY
-1.0,-1.2629733520336577,SL,5.704000000000065,6,False,True,False,USDJPY
-1.0,-1.3383713061132247,SL,4.43300000000022,18,False,True,True,USDJPY
2.0,1.6937525520620678,TP,4.898000000000025,6,False,False,True,USDJPY
-1.0,-1.3584229390680076,SL,4.185000000001082,23,False,True,False,USDJPY
2.0,1.4623655913978972,TP,2.790000000000248,23,False,False,True,USDJPY
2.0,1.6837444655280895,TP,4.742999999999142,18,False,False,False,USDJPY
-1.0,-1.3225806451612288,SL,4.650000000000887,18,True,False,True,USDJPY
-1.0,-1.098347757671128,SL,15.251999999999555,18,False,True,True,USDJPY
-1.0,-1.1440092165898712,SL,10.415999999999315,15,False,False,False,USDJPY
-1.0,-1.2024564718585553,SL,7.408999999999821,23,False,False,True,USDJPY
-1.0,-1.2024564718585553,SL,7.408999999999821,17,False,False,False,USDJPY
-1.0,-1.2546689303904561,SL,5.890000000000839,23,False,False,True,USDJPY
-1.0,-1.3638127577007142,SL,4.122999999999877,1,False,False,False,USDJPY
-1.0,-1.3291639236338824,SL,4.55700000000121,1,False,False,True,USDJPY
-1.0,-1.3291639236338824,SL,4.55700000000121,19,False,False,True,USDJPY
-1.0,-1.3314184710561277,SL,4.525999999999897,19,False,False,True,USDJPY
-1.0,-1.4282043962317266,SL,3.503000000000611,23,False,True,True,USDJPY
-1.0,-1.681508405270501,SL,2.2009999999994534,23,True,False,True,USDJPY
2.0,1.718679669917476,TP,5.331999999999937,16,False,True,True,USDJPY
2.0,1.718679669917476,TP,5.331999999999937,22,False,True,True,USDJPY
-1.0,-1.5259467040673154,SL,2.8520000000000323,16,False,False,True,USDJPY
-1.0,-1.5259467040673154,SL,2.8520000000000323,22,False,False,True,USDJPY
2.0,1.6361872422992858,TP,4.122999999999877,16,False,False,False,USDJPY
2.0,1.6361872422992858,TP,4.122999999999877,22,False,False,False,USDJPY
2.0,1.5209198339187324,TP,3.1309999999990623,23,False,False,False,USDJPY
-1.0,-1.4282043962317266,SL,3.503000000000611,21,False,False,False,USDJPY
-1.0,-1.4282043962317266,SL,3.503000000000611,23,False,False,False,USDJPY
2.0,1.6442125237191274,TP,4.215999999999553,23,True,False,True,USDJPY
2.0,1.6442125237191274,TP,4.215999999999553,23,True,False,True,USDJPY
-1.0,-1.3269398430688981,SL,4.587999999999681,23,False,False,True,USDJPY
-1.0,-1.3269398430688981,SL,4.587999999999681,17,False,False,True,USDJPY
2.0,1.8609566184649722,TP,10.788000000000864,0,False,False,True,USDJPY
-1.0,-1.1819063788503572,SL,8.245999999999754,20,False,True,True,USDJPY
2.0,1.843407453805212,TP,9.579000000000804,23,False,False,True,USDJPY
2.0,1.843407453805212,TP,9.579000000000804,0,False,False,True,USDJPY
2.0,1.843407453805212,TP,9.579000000000804,17,False,False,True,USDJPY
2.0,1.8146088246199548,TP,8.091000000000292,23,False,True,False,USDJPY
2.0,1.8146088246199548,TP,8.091000000000292,17,False,True,False,USDJPY
-1.0,-1.3870967741934745,SL,3.875000000000739,2,False,False,True,USDJPY
2.0,1.6639784946236644,TP,4.464000000000112,2,False,True,True,USDJPY
-1.0,-1.3722084367245473,SL,4.0300000000002,20,False,False,True,USDJPY
-1.0,-1.3665689149560132,SL,4.0919999999999845,23,False,True,True,USDJPY
2.0,1.2319508448536358,TP,1.9529999999988945,17,True,False,True,USDJPY
2.0,1.2319508448536358,TP,1.9529999999988945,23,True,False,True,USDJPY
2.0,1.5967741935483715,TP,3.7199999999998568,23,False,False,False,USDJPY
-1.0,-1.156592546194788,SL,9.579000000000804,9,False,False,False,USDJPY
-1.0,-1.156592546194788,SL,9.579000000000804,23,False,False,False,USDJPY
-1.0,-1.156592546194788,SL,9.579000000000804,23,False,False,False,USDJPY
-1.0,-1.3383713061132247,SL,4.43300000000022,23,False,False,True,USDJPY
-1.0,-1.6366723259761402,SL,2.3560000000003356,23,False,True,False,USDJPY
-1.0,-1.2587545282042552,SL,5.796999999999741,13,False,False,False,USDJPY
2.0,1.8079877112135136,TP,7.811999999999841,19,False,False,True,USDJPY
-1.0,-1.3557874762808726,SL,4.215999999999553,13,True,False,True,USDJPY
2.0,1.654377880184262,TP,4.339999999999122,19,False,False,True,USDJPY
-1.0,-1.597371565113549,SL,2.5109999999997967,13,False,False,True,USDJPY
-1.0,-1.597371565113549,SL,2.5109999999997967,19,False,False,False,USDJPY
-1.0,-1.4100601421543337,SL,3.657999999998651,19,False,False,True,USDJPY
-1.0,-1.2764976958525542,SL,5.4249999999996135,22,False,False,False,USDJPY
-1.0,-1.2764976958525542,SL,5.4249999999996135,23,False,False,True,USDJPY
-1.0,-1.2764976958525542,SL,5.4249999999996135,23,False,False,True,USDJPY
2.0,1.6066089693154515,TP,3.8129999999995334,8,False,False,True,USDJPY
2.0,1.6066089693154515,TP,3.8129999999995334,5,False,False,False,USDJPY
2.0,1.6066089693154515,TP,3.8129999999995334,23,False,False,True,USDJPY
-1.0,-1.768049155145805,SL,1.9530000000003156,23,False,True,True,USDJPY
-1.0,-1.3722084367245473,SL,4.0300000000002,23,False,True,True,USDJPY
-1.0,-1.3225806451612288,SL,4.650000000000887,23,False,False,False,USDJPY
-1.0,-1.1792114695340343,SL,8.370000000000744,22,False,False,False,USDJPY
-1.0,-1.2059025394646463,SL,7.285000000000252,3,False,False,True,USDJPY
-1.0,-1.597371565113549,SL,2.5109999999997967,15,False,True,True,USDJPY
2.0,1.4373593398351021,TP,2.666000000000679,15,False,False,True,USDJPY
2.0,1.8048907388137425,TP,7.688000000000272,5,False,True,True,USDJPY
-1.0,-1.2629733520336577,SL,5.704000000000065,15,False,False,False,USDJPY
-1.0,-1.2629733520336577,SL,5.704000000000065,22,False,False,False,USDJPY
2.0,1.5256166982920634,TP,3.1619999999989545,23,False,True,True,USDJPY
2.0,1.5256166982920634,TP,3.1619999999989545,15,False,True,True,USDJPY
-1.0,-1.3481086098863466,SL,4.30899999999923,23,False,False,False,USDJPY
-1.0,-1.5317263381779247,SL,2.82100000000014,23,False,True,True,USDJPY
-1.0,-1.3383713061132247,SL,4.43300000000022,21,False,True,False,USDJPY
2.0,1.4740532959326846,TP,2.8520000000000323,9,False,False,True,USDJPY
-1.0,-1.2131590166264126,SL,7.0369999999996935,23,True,False,True,USDJPY
2.0,1.5679723502305043,TP,3.472000000000719,0,False,False,False,USDJPY
-1.0,-1.5040322580643428,SL,2.9760000000010223,23,False,False,False,USDJPY
-1.0,-1.4564820450395695,SL,3.2859999999999445,9,False,False,True,USDJPY
-1.0,-1.4320276497694957,SL,3.472000000000719,9,False,True,False,USDJPY
-1.0,-1.2348888192921819,SL,6.386000000000536,9,False,True,True,USDJPY
2.0,1.670836076366015,TP,4.556999999999789,9,False,False,True,USDJPY
-1.0,-1.6538796861375935,SL,2.294000000000551,3,False,True,True,USDJPY
2.0,1.443826473859962,TP,2.697000000000571,3,False,False,True,USDJPY
2.0,1.5435179549604305,TP,3.2859999999999445,23,False,False,True,USDJPY
2.0,1.5435179549604305,TP,3.2859999999999445,1,False,False,True,USDJPY
-1.0,-1.460829493087349,SL,3.2550000000014734,23,False,False,True,USDJPY
2.0,1.8025016458196337,TP,7.595000000000596,19,False,False,True,USDJPY
2.0,1.8025016458196337,TP,7.595000000000596,2,False,False,True,USDJPY
-1.0,-1.3142019271051228,SL,4.774000000000456,19,False,True,False,USDJPY
-1.0,-1.2914885347843459,SL,5.145999999999162,20,True,False,True,USDJPY
-1.0,-1.5259467040675774,SL,2.851999999998611,23,False,False,True,USDJPY
-1.0,-1.556173526140038,SL,2.697000000000571,23,False,True,False,USDJPY
-1.0,-1.4522158577027657,SL,3.3169999999998367,21,False,True,True,USDJPY
-1.0,-1.2067824648469707,SL,7.25400000000036,23,True,False,True,USDJPY
-1.0,-1.3247456159342148,SL,4.6189999999995734,21,True,False,True,USDJPY
2.0,1.5519713261648382,TP,3.347999999999729,23,False,True,True,USDJPY
2.0,1.81317723253205,TP,8.028999999999087,22,False,False,True,USDJPY
-1.0,-1.4887585532745709,SL,3.069000000000699,22,False,True,False,USDJPY
-1.0,-1.1785501725984866,SL,8.401000000000636,20,False,False,True,USDJPY
-1.0,-1.2337540906965716,SL,6.417000000000428,23,False,True,True,USDJPY
2.0,1.654377880184262,TP,4.339999999999122,23,False,False,False,USDJPY
2.0,1.8597475455820447,TP,10.694999999999766,20,False,False,True,USDJPY
-1.0,-1.2533355852052313,SL,5.92099999999931,14,False,False,False,USDJPY
2.0,1.8033044846577624,TP,7.626000000000488,19,True,False,True,USDJPY
2.0,1.8094996189992634,TP,7.874000000001047,10,True,False,True,USDJPY
2.0,1.8094996189992634,TP,7.874000000001047,22,True,False,True,USDJPY
2.0,1.7958350347080452,TP,7.347000000000037,13,False,False,True,USDJPY
2.0,1.789621318373053,TP,7.12999999999937,2,False,True,True,USDJPY
2.0,1.6415770609318705,TP,4.184999999999661,2,False,True,True,USDJPY
2.0,1.6415770609318705,TP,4.184999999999661,15,False,True,True,USDJPY
2.0,1.7412454717957448,TP,5.796999999999741,23,False,True,True,USDJPY
2.0,1.8572652012560718,TP,10.509000000000412,10,False,False,True,USDJPY
2.0,1.8572652012560718,TP,10.509000000000412,22,False,False,True,USDJPY
-1.0,-1.4244482173175974,SL,3.5339999999990823,10,False,True,False,USDJPY
-1.0,-1.4244482173175974,SL,3.5339999999990823,22,False,True,False,USDJPY
2.0,1.5755517826824026,TP,3.5339999999990823,10,False,True,True,USDJPY
-1.0,-1.2629733520336577,SL,5.704000000000065,22,True,False,True,USDJPY
-1.0,-1.3062474479379322,SL,4.898000000000025,10,False,False,True,USDJPY
-1.0,-1.2658631690890294,SL,5.641999999998859,12,True,False,True,USDJPY
-1.0,-1.160222174748983,SL,9.362000000000137,2,False,False,True,USDJPY
-1.0,-1.160222174748983,SL,9.362000000000137,16,False,False,True,USDJPY
2.0,1.8538154176006216,TP,10.260999999999854,2,False,False,True,USDJPY
-1.0,-1.3162555344719105,SL,4.742999999999142,12,False,False,True,USDJPY
2.0,1.5755517826824026,TP,3.5339999999990823,2,False,False,True,USDJPY
2.0,1.813177232532083,TP,8.029000000000508,12,False,False,True,USDJPY
-1.0,-1.156592546194788,SL,9.579000000000804,8,True,False,True,USDJPY
-1.0,-1.3840245775729025,SL,3.906000000000631,18,False,False,False,USDJPY
-1.0,-1.0995619275189155,SL,15.066000000000201,18,False,True,True,USDJPY
-1.0,-1.4439183190291618,SL,3.3790000000010423,18,False,True,False,USDJPY
2.0,1.6616286938867753,TP,4.43300000000022,18,True,False,True,USDJPY
-1.0,-1.2094679514034568,SL,7.160999999999262,18,False,True,True,USDJPY
-1.0,-1.2360346184107291,SL,6.354999999999222,18,True,False,True,USDJPY
-1.0,-1.1484266772214469,SL,10.106000000000392,23,False,False,False,USDJPY
-1.0,-1.2050300710770872,SL,7.316000000000145,23,False,True,False,USDJPY
-1.0,-1.304321363359713,SL,4.928999999999917,23,False,True,False,USDJPY
-1.0,-1.1819063788503572,SL,8.245999999999754,4,False,False,False,USDJPY
2.0,1.2555831265509054,TP,2.0150000000001,23,False,False,True,USDJPY
-1.0,-1.15459136349582,SL,9.703000000000372,14,True,False,True,USDJPY
-1.0,-1.15459136349582,SL,9.703000000000372,9,True,False,True,USDJPY
-1.0,-1.3665689149560132,SL,4.0919999999999845,14,False,False,True,USDJPY
2.0,1.8227578872739953,TP,8.462999999998999,9,False,False,True,USDJPY
-1.0,-1.2271694684234513,SL,6.602999999999781,22,False,False,True,USDJPY
2.0,1.825317340165366,TP,8.586999999999989,23,False,False,True,USDJPY
2.0,1.6857980728948772,TP,4.774000000000456,23,False,False,False,USDJPY
-1.0,-1.2560163850486017,SL,5.859000000000947,23,False,False,False,USDJPY
2.0,1.840831918505941,TP,9.423999999999921,23,False,False,True,USDJPY
-1.0,-1.2229820127843236,SL,6.72699999999935,19,False,True,False,USDJPY
-1.0,-1.2067824648469707,SL,7.25400000000036,23,True,False,True,USDJPY
-1.0,-1.1314866760168287,SL,11.40800000000013,4,False,False,True,USDJPY
-1.0,-1.1314866760168287,SL,11.40800000000013,9,False,False,True,USDJPY
-1.0,-1.1314866760168287,SL,11.40800000000013,19,False,False,False,USDJPY
-1.0,-1.345622119815738,SL,4.339999999999122,4,False,True,True,USDJPY
-1.0,-1.2209456473707287,SL,6.789000000000556,15,False,False,True,USDJPY
2.0,1.840831918505941,TP,9.423999999999921,15,True,False,True,USDJPY
2.0,1.8354180381830076,TP,9.113999999999578,15,False,False,False,USDJPY
2.0,1.8354180381830076,TP,9.113999999999578,23,False,False,True,USDJPY
2.0,1.7914349276974584,TP,7.192000000000576,15,False,True,True,USDJPY
-1.0,-1.70126227208987,SL,2.138999999999669,14,True,False,True,USDJPY
-1.0,-1.2932551319648513,SL,5.11499999999927,15,False,False,True,USDJPY
-1.0,-1.179877683175453,SL,8.33899999999943,23,False,True,True,USDJPY
-1.0,-1.1536098310292058,SL,9.764999999998736,0,False,True,True,USDJPY
-1.0,-1.240731824747245,SL,6.2309999999996535,23,False,False,True,USDJPY
2.0,1.8033044846577257,TP,7.625999999999067,23,False,False,True,USDJPY
-1.0,-1.2094679514034152,SL,7.1610000000006835,21,False,False,True,USDJPY
-1.0,-1.2094679514034152,SL,7.1610000000006835,0,False,False,True,USDJPY
-1.0,-1.1521606816798564,SL,9.857999999999834,23,False,False,False,USDJPY
-1.0,-1.1521606816798564,SL,9.857999999999834,0,False,False,True,USDJPY
2.0,1.755620723362658,TP,6.137999999999977,2,True,False,True,USDJPY
-1.0,-1.2250562640659832,SL,6.665000000000987,14,False,False,False,USDJPY
1.2249793217536509,1.0181968569066397,fuera,7.253999999998939,14,False,True,True,USDJPY
-1.0,-1.2315172094458946,SL,6.479000000000212,18,False,False,False,USDJPY
-1.0,-1.2189461392497791,SL,6.850999999998919,2,True,False,True,USDJPY
-1.0,-1.2189461392497791,SL,6.850999999998919,18,True,False,True,USDJPY
2.0,1.5792426367461898,TP,3.5650000000003956,2,True,False,True,USDJPY
-1.0,-1.4398826979472767,SL,3.4099999999995134,16,False,False,True,USDJPY
-1.0,-1.4398826979472767,SL,3.4099999999995134,23,False,False,True,USDJPY
-1.0,-1.2024564718585553,SL,7.408999999999821,16,False,False,False,USDJPY
-1.0,-1.2024564718585553,SL,7.408999999999821,23,False,False,False,USDJPY
2.0,1.7370266479663423,TP,5.704000000000065,2,True,False,True,USDJPY
0.08608513075015752,-0.009352929948444347,fuera,15.71700000000078,2,True,False,True,USDJPY
-1.0,-1.4790801660812676,SL,3.1309999999990623,2,False,False,False,USDJPY
-1.0,-1.3314184710561277,SL,4.525999999999897,2,False,False,True,USDJPY
-1.0,-1.2169824967452587,SL,6.913000000000125,18,False,True,True,USDJPY
2.0,1.8302207130729884,TP,8.834999999999127,18,False,False,True,USDJPY
-1.0,-1.1286890871654165,SL,11.655999999999267,18,False,False,True,USDJPY
-1.0,-1.1819063788503572,SL,8.245999999999754,21,False,False,True,USDJPY
-1.0,-1.1286890871654165,SL,11.655999999999267,0,False,False,True,USDJPY
-1.0,-1.156592546194788,SL,9.579000000000804,21,False,False,True,USDJPY
-1.0,-1.1991238550378496,SL,7.53299999999939,18,True,False,True,USDJPY
-1.0,-1.1991238550378496,SL,7.53299999999939,0,True,False,True,USDJPY
2.0,1.630632849051966,TP,4.061000000000092,0,False,False,True,USDJPY
-1.0,-1.3870967741934745,SL,3.875000000000739,18,False,False,False,USDJPY
2.0,1.45632475534621,TP,2.7590000000003556,23,False,True,True,USDJPY
2.0,1.8337213169271682,TP,9.020999999999901,18,False,False,True,USDJPY
-1.0,-1.2733734281027476,SL,5.487000000000819,12,False,False,True,USDJPY
-1.0,-1.1247090123046288,SL,12.027999999999395,12,False,True,True,USDJPY
-1.0,-1.2122241086587133,SL,7.068000000001007,9,False,False,True,USDJPY
-1.0,-1.2122241086587133,SL,7.068000000001007,14,False,False,True,USDJPY
-1.0,-1.2293227335269838,SL,6.540999999999997,12,False,False,False,USDJPY
-1.0,-1.2293227335269838,SL,6.540999999999997,19,False,False,False,USDJPY
-1.0,-1.2179598953792428,SL,6.882000000000232,12,True,False,True,USDJPY
-1.0,-1.2179598953792428,SL,6.882000000000232,19,True,False,True,USDJPY
-1.0,-1.184683575474017,SL,8.122000000000185,3,False,False,True,USDJPY
-1.0,-1.289743094456222,SL,5.177000000000476,19,False,False,True,USDJPY
-1.0,-1.1645819618169924,SL,9.113999999999578,19,True,False,True,USDJPY
-1.0,-1.4988360492185742,SL,3.0069999999994934,23,False,False,False,USDJPY
2.0,1.8138957816376935,TP,8.059999999998979,16,False,False,True,USDJPY
2.0,1.7975435281414447,TP,7.408999999999821,15,False,True,True,USDJPY
2.0,1.7616399173685373,TP,6.293000000000859,23,False,True,True,USDJPY
-1.0,-1.375093773443332,SL,3.999000000000308,19,True,False,True,USDJPY
2.0,1.7958350347080452,TP,7.347000000000037,3,False,False,False,USDJPY
-1.0,-1.597371565113549,SL,2.5109999999997967,3,False,False,True,USDJPY
2.0,1.755620723362658,TP,6.137999999999977,3,False,False,True,USDJPY
2.0,1.7639653815892709,TP,6.354999999999222,2,False,False,True,USDJPY
-1.0,-1.2733734281027476,SL,5.487000000000819,21,False,False,False,USDJPY
2.0,1.7706772664730162,TP,6.540999999999997,3,False,True,False,USDJPY
2.0,1.7706772664730162,TP,6.540999999999997,21,False,True,True,USDJPY
2.0,1.7966928706966638,TP,7.377999999999929,22,False,False,False,USDJPY
-1.0,-1.31833616298807,SL,4.712000000000671,22,True,False,True,USDJPY
-1.0,-1.1571009635525848,SL,9.54799999999949,23,False,True,True,USDJPY
2.0,1.718679669917476,TP,5.331999999999937,5,True,False,True,USDJPY
-1.0,-1.4887585532745709,SL,3.069000000000699,3,True,False,True,USDJPY
-1.0,-1.1332977872567405,SL,11.252999999999247,21,False,False,True,USDJPY
-1.0,-1.1466275659824052,SL,10.229999999999961,5,False,False,True,USDJPY
2.0,1.8501947468291116,TP,10.012999999999295,2,False,False,False,USDJPY
2.0,1.8501947468291116,TP,10.012999999999295,21,False,False,True,USDJPY
-0.44499225242992674,-0.5506409353430103,fuera,14.198000000000377,23,False,True,True,USDJPY
-1.0,-1.192777277984836,SL,7.780999999999949,3,False,True,False,USDJPY
-1.0,-1.119180041315745,SL,12.586000000000297,23,True,False,True,USDJPY
-1.0,-1.119180041315745,SL,12.586000000000297,19,True,False,True,USDJPY
-1.0,-1.119180041315745,SL,12.586000000000297,3,True,False,True,USDJPY
2.0,1.6066089693154515,TP,3.8129999999995334,5,True,False,True,USDJPY
2.0,1.7810538607502209,TP,6.850999999998919,5,False,False,True,USDJPY
-1.0,-1.3225806451613273,SL,4.649999999999466,22,False,True,True,USDJPY
-1.0,-1.216013824884792,SL,6.944000000000017,22,False,False,True,USDJPY
-1.0,-1.1475216365066851,SL,10.168000000000177,0,False,True,True,USDJPY
-1.0,-1.1475216365066851,SL,10.168000000000177,21,False,True,True,USDJPY
-1.0,-1.3431708991077214,SL,4.371000000000436,22,False,False,False,USDJPY
-1.0,-1.1951092611862575,SL,7.688000000000272,21,False,False,True,USDJPY
2.0,1.8319892473118322,TP,8.928000000000225,21,False,False,True,USDJPY
2.0,1.9482490943591515,TP,28.985000000000127,8,True,False,True,USDJPY
-1.0,-1.0634169027184708,SL,23.65300000000019,23,False,False,True,USDJPY
-1.0,-1.076561861984483,SL,19.5920000000001,23,False,False,False,USDJPY
