R,neta,mot,rgo,hniv,aliU,aliM,dob,i
-1.0,-1.4393241167435005,SL,3.254999999999786,22,False,False,False,EURUSD
2.0,1.8904298521186071,TP,13.05099999999948,18,False,False,True,EURUSD
2.0,1.8904298521186071,TP,13.05099999999948,23,False,False,True,EURUSD
-1.0,-1.1150349931622405,SL,12.431000000001635,23,False,False,False,EURUSD
-1.0,-1.1574369701640281,SL,9.08300000000084,18,False,True,False,EURUSD
-1.0,-1.1574369701640281,SL,9.08300000000084,23,False,True,False,EURUSD
2.0,1.7318079519880027,TP,5.332000000000114,23,False,False,True,EURUSD
-1.0,-1.2390105298345107,SL,5.983000000000516,23,False,False,False,EURUSD
-1.0,-1.2390105298345107,SL,5.983000000000516,1,False,False,False,EURUSD
-1.0,-1.2795698924731194,SL,5.114999999999981,22,False,False,True,EURUSD
-1.0,-1.2795698924731194,SL,5.114999999999981,23,False,False,True,EURUSD
-1.0,-1.1607283353939744,SL,8.896999999998823,22,False,False,True,EURUSD
-1.0,-1.187516391292931,SL,7.626000000000577,23,False,True,True,EURUSD
-1.0,-1.187516391292931,SL,7.626000000000577,23,True,False,True,EURUSD
-1.0,-1.187516391292931,SL,7.626000000000577,1,True,False,True,EURUSD
-1.0,-1.1303080007290058,SL,10.973999999999151,23,False,False,True,EURUSD
-1.0,-1.1303080007290058,SL,10.973999999999151,1,False,False,True,EURUSD
-1.0,-1.3720083246618575,SL,3.8439999999995145,23,False,False,True,EURUSD
-1.0,-1.2415132578956323,SL,5.920999999999843,1,False,False,False,EURUSD
-1.0,-1.283000197902275,SL,5.052999999999308,23,False,False,False,EURUSD
-1.0,-1.649704679691211,SL,2.2009999999994534,9,False,True,False,EURUSD
-1.0,-1.1502574340653393,SL,9.517000000001108,9,True,False,True,EURUSD
-1.0,-1.3720083246618575,SL,3.8439999999995145,14,False,False,False,EURUSD
-1.0,-1.3159522757401503,SL,4.526000000000252,14,False,False,True,EURUSD
2.0,1.885535900104059,TP,12.493000000000087,23,False,True,True,EURUSD
2.0,1.7727633878912874,TP,6.292999999999438,23,False,False,True,EURUSD
2.0,1.8696919992709942,TP,10.973999999999151,12,False,False,True,EURUSD
2.0,1.8696919992709942,TP,10.973999999999151,23,False,False,True,EURUSD
-1.0,-1.1946372669116707,SL,7.34699999999977,9,False,False,True,EURUSD
-1.0,-1.1946372669116707,SL,7.34699999999977,21,False,False,True,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,21,False,False,False,EURUSD
2.0,1.7559310462535924,TP,5.85899999999917,9,False,False,True,EURUSD
-1.0,-1.1553166069295107,SL,9.206999999999965,23,False,False,False,EURUSD
2.0,1.854482548081783,TP,9.82699999999781,21,False,False,True,EURUSD
-0.4850547499261042,-0.5555884383940923,fuera,20.274000000000125,23,False,True,True,EURUSD
2.0,1.7771544335359475,TP,6.417000000000783,18,True,False,True,EURUSD
-1.0,-1.1233396584440074,SL,11.594000000001436,21,False,False,True,EURUSD
-1.0,-1.1233396584440074,SL,11.594000000001436,19,False,False,True,EURUSD
2.0,1.8482597623089998,TP,9.424000000000099,0,True,False,True,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,21,False,True,True,EURUSD
-1.0,-1.1946372669116707,SL,7.34699999999977,11,False,True,False,EURUSD
2.0,1.7348906192065645,TP,5.394000000000787,23,False,False,True,EURUSD
-1.0,-1.4855687606114292,SL,2.944999999998643,11,False,False,False,EURUSD
-1.0,-1.1906158357770893,SL,7.502000000001452,18,False,False,False,EURUSD
2.0,1.2559833506767144,TP,1.9220000000008675,18,False,False,False,EURUSD
2.0,1.8912051125989084,TP,13.144000000000489,2,False,False,True,EURUSD
2.0,1.8912051125989084,TP,13.144000000000489,13,False,False,True,EURUSD
-1.0,-1.1364764267990017,SL,10.478000000000431,2,True,False,True,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,2,False,True,True,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,13,False,True,True,EURUSD
-1.0,-1.1428143413562393,SL,10.012999999999828,2,False,False,True,EURUSD
-1.0,-1.1428143413562393,SL,10.012999999999828,13,False,False,True,EURUSD
-1.0,-1.069366965801603,SL,20.614999999999384,8,False,False,False,EURUSD
-1.0,-1.069366965801603,SL,20.614999999999384,7,False,False,False,EURUSD
-1.0,-1.1677419354838863,SL,8.524999999999228,23,False,False,False,EURUSD
-1.0,-1.129212975512784,SL,11.06700000000016,14,False,False,True,EURUSD
-1.0,-1.530218761586871,SL,2.6970000000003935,23,True,False,True,EURUSD
-1.0,-1.3812316715541784,SL,3.751000000000726,14,False,True,True,EURUSD
2.0,1.8584999010488936,TP,10.106000000000837,23,False,False,False,EURUSD
-1.0,-1.128136200716858,SL,11.159999999998949,23,False,False,True,EURUSD
-1.0,-1.5491551459294692,SL,2.6039999999993846,14,False,False,False,EURUSD
-1.0,-1.1618562535371024,SL,8.83499999999815,1,False,False,True,EURUSD
-1.0,-1.2493461203137637,SL,5.735000000002266,22,False,False,True,EURUSD
-1.0,-1.178794698674665,SL,7.998000000000172,22,True,False,True,EURUSD
-1.0,-1.1041287409888574,SL,13.733000000000217,1,False,False,False,EURUSD
2.0,1.8606373647792653,TP,10.261000000000298,22,False,False,True,EURUSD
2.0,1.8606373647792653,TP,10.261000000000298,13,False,False,True,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,18,False,False,False,EURUSD
-1.0,-1.3159522757401503,SL,4.526000000000252,18,False,False,True,EURUSD
2.0,1.58064516129023,TP,3.409999999999247,23,False,False,False,EURUSD
-1.0,-1.4271206690560516,SL,3.348000000000795,23,False,True,True,EURUSD
-1.0,-1.0670480120029993,SL,21.328000000000458,20,True,False,True,EURUSD
-1.0,-1.1173766724123666,SL,12.183000000001165,0,False,False,False,EURUSD
-1.0,-1.1173766724123666,SL,12.183000000001165,14,False,False,False,EURUSD
-1.0,-1.126728110599075,SL,11.284000000000294,14,True,False,True,EURUSD
-1.0,-1.2175897748021831,SL,6.572000000000244,19,False,False,False,EURUSD
-1.0,-1.0758701188455,SL,18.848000000000198,19,True,False,True,EURUSD
-1.0,-1.0893973493373323,SL,15.996000000000343,14,True,False,True,EURUSD
2.0,1.9336272917150101,TP,21.54499999999837,20,False,False,True,EURUSD
-1.0,-1.3014969428631422,SL,4.743000000000386,23,True,False,True,EURUSD
-1.0,-1.1906158357770893,SL,7.502000000001452,23,False,False,False,EURUSD
-1.0,-1.2207130730051194,SL,6.478999999999235,23,False,False,True,EURUSD
-1.0,-1.6589861751148012,SL,2.1700000000013375,14,False,True,False,EURUSD
-1.0,-1.3034804753820002,SL,4.7120000000000495,6,False,False,False,EURUSD
-1.0,-1.1659317707124577,SL,8.618000000000237,6,False,True,True,EURUSD
2.0,1.4160881992649879,TP,2.4489999999999235,6,False,False,False,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,6,False,True,True,EURUSD
2.0,1.813995837669125,TP,7.688000000001249,19,False,False,True,EURUSD
2.0,1.615591397849273,TP,3.719999999998169,19,True,False,True,EURUSD
-1.0,-1.245367192862001,SL,5.828000000001055,6,False,True,False,EURUSD
2.0,1.7716384541680457,TP,6.262000000001322,23,False,True,True,EURUSD
-1.0,-1.2938154920896126,SL,4.866999999999511,23,False,False,True,EURUSD
-1.0,-1.2261227071473038,SL,6.324000000001995,23,False,False,True,EURUSD
-1.0,-1.2261227071473038,SL,6.324000000001995,1,False,False,True,EURUSD
2.0,1.8670633076136622,TP,10.757000000001238,23,False,False,True,EURUSD
2.0,1.8670633076136622,TP,10.757000000001238,1,False,False,True,EURUSD
-1.0,-1.178794698674665,SL,7.998000000000172,14,False,False,True,EURUSD
-1.0,-1.5069124423964,SL,2.8209999999995183,14,False,True,False,EURUSD
-1.0,-1.1393626352207347,SL,10.261000000000298,7,False,False,False,EURUSD
-1.0,-1.0815000569930393,SL,17.546000000001616,1,False,False,True,EURUSD
-1.0,-1.0815000569930393,SL,17.546000000001616,22,False,False,True,EURUSD
-1.0,-1.0815000569930393,SL,17.546000000001616,23,False,False,True,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,0,False,False,True,EURUSD
-1.0,-1.299539170506867,SL,4.774000000000722,7,False,False,True,EURUSD
-1.0,-1.299539170506867,SL,4.774000000000722,23,False,False,True,EURUSD
2.0,1.2311827956990054,TP,1.8600000000001948,7,False,False,True,EURUSD
2.0,1.2311827956990054,TP,1.8600000000001948,23,False,False,True,EURUSD
-1.0,-1.259151866618344,SL,5.517999999999912,22,False,False,True,EURUSD
-1.0,-1.259151866618344,SL,5.517999999999912,0,False,False,True,EURUSD
-1.0,-1.200561009817682,SL,7.129999999999637,22,False,True,True,EURUSD
-1.0,-1.200561009817682,SL,7.129999999999637,0,False,True,True,EURUSD
-1.0,-1.4522454142946075,SL,3.1620000000009973,22,True,False,True,EURUSD
-1.0,-1.212576185521044,SL,6.726999999999705,0,True,False,True,EURUSD
-1.0,-1.248005549774524,SL,5.766000000000382,22,False,False,True,EURUSD
-1.0,-1.088032504309291,SL,16.243999999998593,23,False,False,True,EURUSD
-1.0,-1.214553638409562,SL,6.665000000001253,13,False,True,True,EURUSD
-1.0,-1.3812316715541784,SL,3.751000000000726,23,False,False,False,EURUSD
-1.0,-1.1922043010752488,SL,7.440000000000779,23,False,False,False,EURUSD
2.0,1.3314633006080734,TP,2.139000000001001,23,False,False,True,EURUSD
-1.0,-1.2196620583717503,SL,6.509999999999572,23,False,False,True,EURUSD
2.0,1.8682027649769588,TP,10.850000000000026,13,False,True,True,EURUSD
-1.0,-1.2377785167941133,SL,6.014000000000852,0,False,False,False,EURUSD
-1.0,-1.1837810050122084,SL,7.781000000000038,0,False,False,True,EURUSD
2.0,1.9413862360126255,TP,24.397000000000446,0,True,False,True,EURUSD
2.0,1.9372394118937857,TP,22.7849999999985,16,False,False,True,EURUSD
-1.0,-1.0922580645161326,SL,15.499999999999403,18,True,False,True,EURUSD
-1.0,-1.088539409324501,SL,16.150999999999804,18,False,True,True,EURUSD
-1.0,-1.1808981657179192,SL,7.904999999999163,22,False,False,True,EURUSD
-1.0,-1.245367192862001,SL,5.828000000001055,21,False,False,True,EURUSD
2.0,1.8593627065302814,TP,10.167999999999289,21,False,False,False,EURUSD
2.0,1.894922477772071,TP,13.609000000001092,16,False,False,False,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,16,False,True,True,EURUSD
-1.0,-1.1191964657831208,SL,11.996999999999147,21,False,True,True,EURUSD
2.0,1.9300014685006595,TP,20.428999999999586,21,False,False,True,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,16,False,False,True,EURUSD
2.0,1.8820229354013742,TP,12.121000000000492,14,False,True,True,EURUSD
2.0,1.917479369842457,TP,17.32899999999926,14,True,False,True,EURUSD
-1.0,-1.4271206690560516,SL,3.348000000000795,14,False,False,True,EURUSD
2.0,1.6681364585749134,TP,4.308999999997898,14,False,True,False,EURUSD
2.0,1.824604440083397,TP,8.152999999999633,13,False,False,True,EURUSD
2.0,1.8218956283472525,TP,8.029000000000508,23,False,True,False,EURUSD
2.0,1.8218956283472525,TP,8.029000000000508,10,False,True,True,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,23,True,False,True,EURUSD
2.0,1.9162812481704867,TP,17.081000000001012,5,True,False,True,EURUSD
-1.0,-1.2681920480119973,SL,5.332000000000114,5,False,False,True,EURUSD
2.0,1.7061845079103874,TP,4.866999999999511,13,False,False,True,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,13,False,False,True,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,22,False,False,True,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,22,False,False,True,EURUSD
-1.0,-1.3632207264414047,SL,3.9370000000005234,10,False,False,True,EURUSD
-1.0,-1.1201276881720394,SL,11.904000000000359,12,False,True,True,EURUSD
-1.0,-1.1201276881720394,SL,11.904000000000359,15,False,True,True,EURUSD
-1.0,-1.1034283234485827,SL,13.825999999999006,12,False,True,True,EURUSD
-1.0,-1.1034283234485827,SL,13.825999999999006,15,False,True,True,EURUSD
2.0,1.8584999010488936,TP,10.106000000000837,2,True,False,True,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,2,True,False,True,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,12,True,False,True,EURUSD
-1.0,-1.115034993162261,SL,12.430999999999415,22,False,False,False,EURUSD
-1.0,-1.115034993162261,SL,12.430999999999415,12,False,False,True,EURUSD
2.0,1.8369998860139007,TP,8.772999999999698,13,False,False,True,EURUSD
-1.0,-1.2250196695515303,SL,6.355000000000111,23,False,False,True,EURUSD
2.0,1.8462365591398011,TP,9.300000000000974,23,False,False,True,EURUSD
-1.0,-1.1635781285746674,SL,8.742000000001582,15,False,False,False,EURUSD
-1.0,-1.3548387096774799,SL,4.029999999999312,15,False,True,True,EURUSD
-1.0,-1.1522410305546722,SL,9.392999999999763,13,False,False,True,EURUSD
-1.0,-1.1522410305546722,SL,9.392999999999763,21,False,False,True,EURUSD
2.0,1.812483608707069,TP,7.626000000000577,13,False,False,True,EURUSD
2.0,1.7609894701654893,TP,5.983000000000516,16,False,False,True,EURUSD
-1.0,-1.2651093807935447,SL,5.393999999998567,15,True,False,True,EURUSD
2.0,1.8020213207807958,TP,7.222999999998425,16,False,False,False,EURUSD
2.0,1.8020213207807958,TP,7.222999999998425,8,False,False,False,EURUSD
-1.0,-1.2847471127041603,SL,5.021999999998972,8,False,False,False,EURUSD
-1.0,-1.3248523398454415,SL,4.402000000001127,8,False,True,True,EURUSD
2.0,1.8020213207807958,TP,7.222999999998425,16,True,False,True,EURUSD
2.0,1.7958892377961897,TP,7.006000000000512,15,False,True,True,EURUSD
-1.0,-1.1441532258064688,SL,9.919999999998819,16,True,False,True,EURUSD
2.0,1.6451612903225201,TP,4.029999999999312,8,False,False,False,EURUSD
1.0122887864822867,0.8830758109695028,fuera,11.06700000000016,21,False,False,True,EURUSD
1.0122887864822867,0.8830758109695028,fuera,11.06700000000016,15,False,False,True,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,15,False,True,True,EURUSD
2.0,1.7976796830786348,TP,7.067999999998964,12,False,False,True,EURUSD
2.0,1.7976796830786348,TP,7.067999999998964,23,False,False,True,EURUSD
2.0,1.7221142635056526,TP,5.146000000000317,15,False,True,True,EURUSD
2.0,1.8387096774193676,TP,8.866000000000707,12,False,False,True,EURUSD
2.0,1.8387096774193676,TP,8.866000000000707,23,False,False,True,EURUSD
2.0,1.814742842337075,TP,7.718999999999365,15,False,True,True,EURUSD
-1.0,-1.2261227071473038,SL,6.324000000001995,9,False,False,False,EURUSD
2.0,1.8753269398430699,TP,11.470000000000091,23,False,False,True,EURUSD
2.0,1.5092656142759981,TP,2.9140000000005273,15,False,False,True,EURUSD
2.0,1.8358397428538447,TP,8.710999999999025,15,False,True,False,EURUSD
2.0,1.843630399125193,TP,9.144999999999293,23,False,False,True,EURUSD
-1.0,-1.1740718198417464,SL,8.215000000000305,23,False,True,True,EURUSD
2.0,1.663291735342551,TP,4.246999999999446,9,False,False,False,EURUSD
2.0,1.7931433531029013,TP,6.913000000001723,9,True,False,True,EURUSD
-1.0,-1.1601702508960325,SL,8.92800000000138,23,False,False,False,EURUSD
2.0,1.679659498207855,TP,4.463999999999579,16,False,False,True,EURUSD
2.0,1.8358397428538447,TP,8.710999999999025,16,True,False,True,EURUSD
2.0,1.9639898264964368,TP,39.71100000000005,23,False,False,True,EURUSD
2.0,1.9578730299013105,TP,33.944999999999666,15,False,True,True,EURUSD
-1.0,-1.2493461203137637,SL,5.735000000002266,23,False,True,False,EURUSD
-1.0,-1.0437242011924788,SL,32.704999999999536,15,False,False,True,EURUSD
-1.0,-1.0437242011924788,SL,32.704999999999536,23,False,False,True,EURUSD
-1.0,-1.0437242011924788,SL,32.704999999999536,9,False,False,True,EURUSD
-1.0,-1.0437242011924788,SL,32.704999999999536,6,False,False,True,EURUSD
-1.0,-1.0386017006343635,SL,37.044999999999995,9,False,False,False,EURUSD
-1.0,-1.091890502506104,SL,15.562000000000076,15,False,True,False,EURUSD
-1.0,-1.091890502506104,SL,15.562000000000076,6,False,True,False,EURUSD
2.0,1.7286527514231211,TP,5.269999999999442,22,False,False,True,EURUSD
2.0,1.9458579433590795,TP,26.412000000000102,22,False,False,True,EURUSD
-1.0,-1.0599078341013846,SL,23.86999999999917,22,False,False,True,EURUSD
-1.0,-1.0599078341013846,SL,23.86999999999917,23,False,False,True,EURUSD
2.0,1.9334357398873525,TP,21.48299999999992,22,True,False,True,EURUSD
-1.0,-1.0953079178885727,SL,15.003999999998463,23,False,True,False,EURUSD
-1.0,-1.0648790889705568,SL,22.04099999999931,9,False,False,False,EURUSD
-1.0,-1.056323604710706,SL,25.388999999997885,9,True,False,True,EURUSD
2.0,1.8602150537634403,TP,10.229999999999961,8,False,True,False,EURUSD
2.0,1.9090157154673257,TP,15.716999999999537,23,False,False,True,EURUSD
2.0,1.679659498207855,TP,4.463999999999579,23,False,True,True,EURUSD
2.0,1.9097279212170872,TP,15.840999999998662,10,False,True,True,EURUSD
-1.0,-1.1954620010935089,SL,7.315999999999434,10,False,False,False,EURUSD
2.0,1.913616044460552,TP,16.553999999999736,10,False,False,True,EURUSD
2.0,1.9634476764991546,TP,39.1219999999981,23,True,False,True,EURUSD
-1.0,-1.0388946309089928,SL,36.76599999999919,21,False,True,True,EURUSD
-1.0,-1.0388946309089928,SL,36.76599999999919,1,False,True,True,EURUSD
-1.0,-1.0388946309089928,SL,36.76599999999919,16,False,True,True,EURUSD
-1.0,-1.0388946309089928,SL,36.76599999999919,23,False,True,True,EURUSD
-1.0,-1.0388946309089928,SL,36.76599999999919,0,False,True,True,EURUSD
-1.0,-1.1031969401746293,SL,13.857000000001563,1,False,True,True,EURUSD
2.0,1.8659039759940015,TP,10.664000000000229,23,True,False,True,EURUSD
2.0,1.8659039759940015,TP,10.664000000000229,0,True,False,True,EURUSD
-1.0,-1.0764992243085707,SL,18.692999999998516,1,False,False,True,EURUSD
-1.0,-1.083265401187843,SL,17.1739999999998,14,False,False,True,EURUSD
2.0,1.8924731182795695,TP,13.29899999999995,9,True,False,True,EURUSD
2.0,1.8924731182795695,TP,13.29899999999995,23,True,False,True,EURUSD
2.0,1.8685782556750343,TP,10.881000000000363,0,False,False,True,EURUSD
2.0,1.8743078140107132,TP,11.376999999999082,23,False,False,True,EURUSD
-1.0,-1.080928126768531,SL,17.67000000000074,23,False,False,True,EURUSD
0.186954197112953,0.05952593120669311,fuera,11.221999999999621,23,False,False,True,EURUSD
-1.0,-1.1938194632691759,SL,7.378000000000107,23,False,True,True,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,23,False,False,False,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,23,False,False,False,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,23,False,False,False,EURUSD
-1.0,-1.1988320355950972,SL,7.192000000000309,23,False,True,True,EURUSD
-1.0,-1.1988320355950972,SL,7.192000000000309,23,False,True,True,EURUSD
-1.0,-1.1988320355950972,SL,7.192000000000309,23,False,True,True,EURUSD
-1.0,-1.1329366923863378,SL,10.757000000001238,22,False,True,True,EURUSD
-1.0,-1.1410673769359918,SL,10.136999999998952,0,False,True,False,EURUSD
-1.0,-1.17741935483874,SL,8.059999999998624,0,True,False,True,EURUSD
-1.0,-1.1141807729159974,SL,12.524000000000424,0,False,False,True,EURUSD
-1.0,-1.145977950183753,SL,9.795999999999694,23,False,True,False,EURUSD
-1.0,-1.1082841132818322,SL,13.206000000001161,23,False,True,True,EURUSD
-1.0,-1.145977950183753,SL,9.795999999999694,14,False,True,True,EURUSD
-1.0,-1.1031969401746293,SL,13.857000000001563,23,False,False,True,EURUSD
-1.0,-1.1031969401746293,SL,13.857000000001563,14,False,False,False,EURUSD
-1.0,-1.1329366923863653,SL,10.756999999999017,6,False,True,True,EURUSD
-1.0,-1.1329366923863653,SL,10.756999999999017,22,False,True,True,EURUSD
2.0,1.8521505376344174,TP,9.672000000000569,6,False,False,True,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,8,False,False,True,EURUSD
2.0,1.8521505376344174,TP,9.672000000000569,22,False,False,True,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,8,False,False,False,EURUSD
2.0,1.9064319832493712,TP,15.28300000000149,22,False,False,True,EURUSD
-1.0,-1.209677419354885,SL,6.819999999998494,8,True,False,True,EURUSD
2.0,1.8820229354013742,TP,12.121000000000492,8,False,False,True,EURUSD
-1.0,-1.0831153734379535,SL,17.205000000000137,13,False,True,True,EURUSD
2.0,1.8340682292875423,TP,8.618000000000237,13,False,False,False,EURUSD
-1.0,-1.0694714341235945,SL,20.583999999999048,23,False,True,False,EURUSD
-1.0,-1.0694714341235945,SL,20.583999999999048,23,False,True,False,EURUSD
-1.0,-1.0694714341235945,SL,20.583999999999048,14,False,True,False,EURUSD
2.0,1.861474377603393,TP,10.32299999999875,22,False,False,True,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,13,False,False,False,EURUSD
-1.0,-1.1473770998660409,SL,9.702999999998685,13,True,False,True,EURUSD
-1.0,-1.2341575241526255,SL,6.1069999999996405,22,True,False,True,EURUSD
-1.0,-1.2681920480119973,SL,5.332000000000114,23,False,False,False,EURUSD
-1.0,-1.1930085031718065,SL,7.409000000000443,23,False,False,True,EURUSD
-1.0,-1.1423735563520487,SL,10.044000000000164,23,False,False,False,EURUSD
-1.0,-1.1423735563520487,SL,10.044000000000164,23,False,False,False,EURUSD
-1.0,-1.1423735563520487,SL,10.044000000000164,20,False,False,False,EURUSD
-1.0,-1.1321748775302747,SL,10.81899999999969,22,False,False,True,EURUSD
-1.0,-1.1082841132818322,SL,13.206000000001161,13,True,False,True,EURUSD
2.0,1.8934664382030768,TP,13.422999999999075,13,False,True,True,EURUSD
-1.0,-1.1188892583970567,SL,12.028000000001704,15,False,False,True,EURUSD
-1.0,-1.1760650086185822,SL,8.121999999999296,15,False,False,True,EURUSD
2.0,1.8689516129032075,TP,10.911999999998478,15,False,True,False,EURUSD
2.0,1.7658424758473745,TP,6.1069999999996405,15,True,False,True,EURUSD
2.0,1.8919694794893043,TP,13.236999999999277,23,True,False,True,EURUSD
-1.0,-1.127077223851418,SL,11.252999999999957,23,False,True,False,EURUSD
-1.0,-1.134880211280896,SL,10.601999999999556,23,False,False,True,EURUSD
2.0,1.9038978494623613,TP,14.879999999999338,23,False,True,True,EURUSD
-1.0,-1.1962937542896606,SL,7.284999999999098,20,False,True,True,EURUSD
2.0,1.8763296722303782,TP,11.56299999999888,23,False,False,False,EURUSD
2.0,1.8763296722303782,TP,11.56299999999888,20,False,False,False,EURUSD
-1.0,-1.1058005327019822,SL,13.516000000000084,3,False,False,True,EURUSD
2.0,1.8763296722303782,TP,11.56299999999888,22,False,False,False,EURUSD
2.0,1.8593627065302814,TP,10.167999999999289,2,True,False,True,EURUSD
2.0,1.8593627065302814,TP,10.167999999999289,23,True,False,True,EURUSD
2.0,1.8593627065302814,TP,10.167999999999289,22,True,False,True,EURUSD
-1.0,-1.134486974513309,SL,10.632999999999893,21,False,False,True,EURUSD
-1.0,-1.44354838709685,SL,3.2239999999994495,23,True,False,True,EURUSD
-1.0,-1.3812316715541784,SL,3.751000000000726,4,False,False,False,EURUSD
-1.0,-1.3812316715541784,SL,3.751000000000726,23,False,False,False,EURUSD
2.0,1.6904091794760128,TP,4.6189999999990405,4,True,False,True,EURUSD
2.0,1.7043010752689025,TP,4.836000000001395,23,False,False,True,EURUSD
-1.0,-1.2778857364943474,SL,5.146000000000317,22,False,False,False,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,4,False,True,True,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,23,False,True,False,EURUSD
-1.0,-1.2795698924731194,SL,5.114999999999981,22,True,False,True,EURUSD
-1.0,-1.0548502167158895,SL,26.071000000000843,21,True,False,True,EURUSD
-1.0,-1.0548502167158895,SL,26.071000000000843,4,True,False,True,EURUSD
-1.0,-1.087035909920885,SL,16.42999999999839,23,False,False,False,EURUSD
2.0,1.8154838709677876,TP,7.750000000001922,23,True,False,True,EURUSD
-1.0,-1.4232021308080678,SL,3.3789999999989107,4,False,True,False,EURUSD
-1.0,-1.4232021308080678,SL,3.3789999999989107,22,False,True,False,EURUSD
-1.0,-1.1288520454135822,SL,11.098000000000496,4,True,False,True,EURUSD
-1.0,-1.1288520454135822,SL,11.098000000000496,22,True,False,True,EURUSD
2.0,1.9054732945531452,TP,15.127999999999808,23,True,False,True,EURUSD
2.0,1.7792869269948806,TP,6.478999999999235,22,False,True,True,EURUSD
2.0,1.7693548387097016,TP,6.200000000000649,23,False,False,True,EURUSD
-1.0,-1.2440689537464076,SL,5.85899999999917,22,False,False,False,EURUSD
-1.0,-1.2440689537464076,SL,5.85899999999917,23,False,False,False,EURUSD
-1.0,-1.172767911078873,SL,8.277000000000978,22,False,True,True,EURUSD
-1.0,-1.172767911078873,SL,8.277000000000978,23,False,True,True,EURUSD
-1.0,-1.1393626352207347,SL,10.261000000000298,11,False,True,True,EURUSD
-1.0,-1.0875313705086636,SL,16.336999999999602,11,False,False,True,EURUSD
2.0,1.6945097201452493,TP,4.680999999999713,12,False,False,True,EURUSD
2.0,1.7609894701654893,TP,5.983000000000516,4,False,True,False,EURUSD
-0.008302011482371101,-0.06736607327247035,fuera,24.210999999998428,19,True,False,True,EURUSD
-0.008302011482371101,-0.06736607327247035,fuera,24.210999999998428,4,True,False,True,EURUSD
2.0,1.7782258064516514,TP,6.4480000000011195,19,False,True,True,EURUSD
-1.0,-1.1043643263757126,SL,13.701999999999881,13,False,False,True,EURUSD
-1.0,-1.17741935483874,SL,8.059999999998624,13,False,True,False,EURUSD
-1.0,-1.17741935483874,SL,8.059999999998624,23,False,True,False,EURUSD
2.0,1.7584867421043677,TP,5.920999999999843,4,False,False,True,EURUSD
-1.0,-1.1890534108937094,SL,7.563999999999904,19,False,False,False,EURUSD
-1.0,-1.1890534108937094,SL,7.563999999999904,23,False,False,False,EURUSD
-1.0,-1.1890534108937094,SL,7.563999999999904,0,False,False,False,EURUSD
2.0,1.893711907239478,TP,13.45399999999941,17,False,True,True,EURUSD
-1.0,-1.1223581757508319,SL,11.687000000000225,17,True,False,True,EURUSD
-1.0,-1.2228455664640525,SL,6.417000000000783,2,True,False,True,EURUSD
-1.0,-1.288306451612873,SL,4.9600000000005195,17,False,True,True,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,13,False,False,True,EURUSD
2.0,1.7976796830786983,TP,7.0680000000011844,13,False,True,False,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,23,False,False,False,EURUSD
-1.0,-1.5069124423964,SL,2.8209999999995183,2,False,False,False,EURUSD
-1.0,-1.1867572156196722,SL,7.657000000000913,2,True,False,True,EURUSD
2.0,1.8795586625115812,TP,11.873000000000022,3,True,False,True,EURUSD
2.0,1.7286527514231211,TP,5.269999999999442,19,False,False,True,EURUSD
2.0,1.7286527514231211,TP,5.269999999999442,3,False,False,True,EURUSD
-1.0,-1.262096774193585,SL,5.455999999999239,19,False,False,True,EURUSD
-1.0,-1.1270772238513929,SL,11.253000000002178,3,False,True,True,EURUSD
2.0,1.8346629668169416,TP,8.648999999998352,16,True,False,True,EURUSD
2.0,1.8346629668169416,TP,8.648999999998352,2,True,False,True,EURUSD
-1.0,-1.4232021308080678,SL,3.3789999999989107,16,False,False,True,EURUSD
2.0,1.8647242455775135,TP,10.57099999999922,16,True,False,True,EURUSD
2.0,1.751994450225476,TP,5.766000000000382,7,False,False,True,EURUSD
-1.0,-1.0837187518295133,SL,17.081000000001012,7,False,True,True,EURUSD
