dia,ent_min,sal_min,lado,ent,sl,tp,rgo,mot,R,bloque,neta,cierre_min,c,ob_zona,ob_cuerpo,ocupada,res,cuerpo_pct,verde,envolvente,rompe_alto,rompe_bajo,pos_cierre
2025-03-03,635,655,1,1.04162,1.04123,1.0424,3.9,TP,2.0,5,1.6333333333333333,640,1.04166,0,0,False,True,75.00000000005551,True,0,True,False,1.0
2025-04-01,514,663,1,1.08067,1.0798,1.08241,8.7,TP,2.0,5,1.835632183908046,515,1.08067,-1,0,False,True,54.545454545491246,True,0,True,False,0.8181818181823687
2025-05-14,490,579,1,1.11873,1.11788,1.12043,8.5,TP,2.0,5,1.831764705882353,495,1.11858,1,0,False,True,77.27272727272957,True,0,True,False,0.8636363636364783
2025-07-25,495,515,1,1.17468,1.17412,1.1758,5.6,TP,2.0,5,1.7446428571428572,500,1.17481,0,0,False,True,37.500000000034696,True,0,False,True,0.624999999999653
2025-07-25,528,616,-1,1.17551,1.1762,1.17413,6.9,TP,2.0,5,1.7927536231884058,530,1.17538,0,0,False,True,66.66666666666666,False,0,False,True,0.3333333333333333
2025-09-10,505,537,-1,1.17149,1.17201,1.17045,5.2,TP,2.0,5,1.725,510,1.17149,1,-1,False,True,68.00000000003908,True,1,True,True,0.8800000000000355
2025-09-15,491,500,-1,1.17264,1.17291,1.1721,2.7,TP,2.0,5,1.4703703703703703,495,1.17263,0,0,False,True,90.00000000015544,False,0,False,True,0.0
2025-09-15,530,548,1,1.17244,1.17201,1.1733,4.3,TP,2.0,5,1.6674418604651162,535,1.17249,0,0,False,True,77.77777777786001,True,0,True,False,1.0
2025-09-15,595,623,1,1.17345,1.17303,1.17429,4.2,TP,2.0,5,1.6595238095238096,600,1.17335,0,0,False,True,81.25000000003469,True,0,True,False,1.0
2025-11-05,490,518,-1,1.14863,1.14905,1.14779,4.2,SL,-1.0,5,-1.3404761904761904,495,1.14885,-1,-1,False,True,0.0,False,0,False,True,0.8181818181827357
2025-11-05,525,546,-1,1.14878,1.1492,1.14794,4.2,SL,-1.0,5,-1.3404761904761904,530,1.14895,-1,0,False,True,90.00000000015544,False,0,False,True,0.0999999999984457
2025-11-05,562,664,-1,1.14896,1.14957,1.14774,6.1,TP,2.0,5,1.7655737704918033,565,1.14918,0,0,False,True,82.35294117648596,False,0,False,True,0.11764705882299159
2025-12-16,495,540,1,1.17468,1.17434,1.17536,3.4,TP,2.0,5,1.5794117647058823,500,1.17472,1,0,False,True,50.0,False,0,True,False,0.0
2025-12-22,501,531,1,1.17193,1.17147,1.17285,4.6,TP,2.0,5,1.6891304347826086,505,1.17186,-1,0,False,True,95.83333333330634,True,0,True,False,1.0
2025-12-22,533,553,1,1.17295,1.17244,1.17397,5.1,SL,-1.0,5,-1.280392156862745,535,1.17295,0,0,False,True,80.76923076927018,True,1,True,False,0.9615384615381988
2025-12-22,581,690,1,1.17307,1.17256,1.17409,5.1,cierre,0.86,5,0.5796078431372549,585,1.17337,0,0,False,False,70.0000000000222,True,0,True,False,1.0
2026-03-04,519,542,1,1.16225,1.16116,1.16443,10.9,SL,-1.0,5,-1.1311926605504588,520,1.16225,0,0,False,True,80.7692307692012,False,0,False,True,0.03846153846176839
2026-07-23,506,632,-1,1.14287,1.14362,1.14137,7.5,TP,2.0,5,1.8093333333333332,510,1.14285,0,0,False,True,8.333333333395013,True,0,False,True,0.9166666666679002
2026-08-21,508,586,1,1.16932,1.1688,1.17036,5.2,SL,-1.0,5,-1.275,510,1.1692,1,1,False,True,14.28571428548771,True,0,True,False,0.28571428571292623
2026-08-21,589,644,1,1.16895,1.16832,1.17021,6.3,TP,2.0,5,1.773015873015873,590,1.16895,0,0,False,True,75.0,True,1,True,False,0.75
