F,obj,mot,R,neta,rgo,lado,anio
0.5,nivel,TP,0.7062500000000269,0.6168750000000295,16.00000000000046,-1,2020
0.5,1:2,TP,2.0,1.9106250000000025,16.00000000000046,-1,2020
0.618,nivel,TP,0.04902826855132684,-0.04966320671368712,14.489600000000546,-1,2020
0.618,1:2,TP,2.0,1.9013085247349861,14.489600000000546,-1,2020
0.705,nivel,TP,0.13636363636373447,0.029455741626896348,13.376000000000499,-1,2020
0.705,1:2,TP,2.0,1.893092105263162,13.376000000000499,-1,2020
0.79,nivel,TP,0.23697916666678948,0.12060546875012564,12.288000000000299,-1,2020
0.79,1:2,TP,2.0,1.8836263020833361,12.288000000000299,-1,2020
0.5,nivel,SL,-1.0,-1.0672941176470538,21.250000000001545,1,2020
0.5,1:2,SL,-1.0,-1.0672941176470538,21.250000000001545,1,2020
0.618,nivel,TP,0.036686759509530764,-0.037622115984127735,19.244000000000483,1,2020
0.618,1:2,SL,-1.0,-1.0743088754936585,19.244000000000483,1,2020
0.705,nivel,TP,0.12299465240648061,0.04249929636933206,17.765000000000697,1,2020
0.705,1:2,SL,-1.0,-1.0804953560371486,17.765000000000697,1,2020
0.79,nivel,TP,0.22242647058829407,0.1348039215686904,16.32000000000078,1,2020
0.79,1:2,SL,-1.0,-1.0876225490196036,16.32000000000078,1,2020
0.5,nivel,TP,0.08316831683170406,-0.030099009900974222,12.624999999999442,-1,2020
0.5,1:2,TP,2.0,1.8867326732673217,12.624999999999442,-1,2020
0.5,nivel,TP,0.17566137566141177,0.1151322751323067,23.62499999999823,-1,2020
0.5,1:2,fuera,0.5312169312169736,0.47068783068786846,23.62499999999823,-1,2020
0.618,nivel,TP,0.10101622346601616,0.0549121766268821,31.016799999998845,-1,2020
0.618,1:2,fuera,0.3718371979056692,0.32573315106653516,31.016799999998845,-1,2020
0.705,nivel,TP,0.19267977508466813,0.1427374009010341,28.63300000000013,-1,2020
0.705,1:2,fuera,0.4860475674920121,0.43610519330837805,28.63300000000013,-1,2020
0.5,1:2,fuera,0.17959183673470386,0.12122448979592457,24.499999999998412,-1,2020
0.618,1:2,fuera,0.30255282324942856,0.2381012475661487,22.187199999998963,-1,2020
0.705,nivel,TP,0.0008788204276636982,-0.06893858021680652,20.481999999999445,-1,2020
0.705,1:2,fuera,0.41099502001753513,0.3411776193730649,20.481999999999445,-1,2020
0.79,nivel,TP,0.08949829931970872,0.01349914965984185,18.815999999999278,-1,2020
0.79,1:2,TP,2.0,1.9240008503401331,18.815999999999278,-1,2020
0.5,nivel,TP,0.22142857142858388,0.17035714285715778,28.000000000001357,-1,2020
0.5,1:2,fuera,-0.31071428571424436,-0.36178571428567047,28.000000000001357,-1,2020
0.618,nivel,TP,0.34875063099450504,0.2923555022716387,25.3568000000004,-1,2020
0.618,1:2,fuera,-0.23886294800598704,-0.2952580767288534,25.3568000000004,-1,2020
0.705,nivel,TP,0.461038961039027,0.399948735475118,23.408000000000317,-1,2020
0.705,1:2,fuera,-0.1754955570744262,-0.23658578263833516,23.408000000000317,-1,2020
0.79,nivel,TP,0.5904017857142994,0.5239025297619218,21.504000000001078,-1,2020
0.79,1:2,fuera,-0.10249255952375716,-0.1689918154761348,21.504000000001078,-1,2020
0.5,nivel,TP,1.0150000000000998,0.9435000000000919,19.999999999997797,1,2020
0.5,1:2,fuera,0.5950000000000777,0.5235000000000698,19.999999999997797,1,2020
0.618,nivel,TP,0.8702736382102588,0.8092470254859988,23.432400000000797,1,2020
0.618,1:2,fuera,0.5117956333964441,0.450769020672184,23.432400000000797,1,2020
0.705,nivel,TP,1.0259806300994965,0.9598733328709212,21.631500000001136,1,2020
0.705,1:2,fuera,0.6376580449806153,0.5715507477520401,21.631500000001136,1,2020
0.79,nivel,TP,0.032860305958097975,-0.03910024154592497,19.872000000000778,1,2020
0.79,1:2,fuera,0.7826590177132977,0.7106984702092748,19.872000000000778,1,2020
0.5,nivel,TP,0.15537190082644506,0.10809917355371518,30.249999999998334,-1,2020
0.5,1:2,SL,-1.0,-1.0472727272727298,30.249999999998334,-1,2020
0.618,nivel,TP,0.2758081943755072,0.22360774464855218,27.394399999998154,-1,2020
0.618,1:2,SL,-1.0,-1.052200449726955,27.394399999998154,-1,2020
0.705,nivel,TP,0.018229269642859678,-0.038317054846049775,25.28899999999945,-1,2020
0.705,1:2,SL,-1.0,-1.0565463244889095,25.28899999999945,-1,2020
0.79,nivel,TP,0.10838498622581158,0.04683195592278047,23.231999999999697,-1,2020
0.79,1:2,SL,-1.0,-1.0615530303030312,23.231999999999697,-1,2020
0.5,nivel,TP,0.6428571428570918,0.5917857142856617,27.999999999999137,1,2020
0.5,1:2,fuera,0.5714285714285261,0.520357142857096,27.999999999999137,1,2020
0.618,nivel,TP,0.07269056032308052,0.016295431600209236,25.35679999999818,1,2020
0.618,1:2,fuera,0.7352347299343975,0.6788396012115262,25.35679999999818,1,2020
0.705,nivel,TP,0.1619958988380275,0.10090567327411276,23.407999999998097,1,2020
0.705,1:2,fuera,0.8796992481203414,0.8186090225564266,23.407999999998097,1,2020
0.79,nivel,TP,0.2648809523809422,0.19838169642855774,21.503999999998857,1,2020
0.79,1:2,fuera,1.046130952380939,0.9796316964285545,21.503999999998857,1,2020
0.5,nivel,TP,0.2520547945206223,0.17369863013705916,18.249999999999655,1,2020
0.5,1:2,SL,-1.0,-1.078356164383563,18.249999999999655,1,2020
0.618,nivel,TP,0.3825693402391335,0.29604530713007965,16.52720000000052,1,2020
0.618,1:2,SL,-1.0,-1.086524033109054,16.52720000000052,1,2020
0.705,nivel,TP,0.4976731991873551,0.4039457298290255,15.256999999999632,1,2020
0.705,1:2,SL,-1.0,-1.0937274693583297,15.256999999999632,1,2020
0.79,nivel,TP,0.00956050228298311,-0.09246575342477116,14.016000000001139,1,2020
0.79,1:2,SL,-1.0,-1.1020262557077543,14.016000000001139,1,2020
0.5,nivel,TP,0.2520547945206223,0.17369863013705916,18.249999999999655,1,2020
0.5,1:2,SL,-1.0,-1.078356164383563,18.249999999999655,1,2020
0.618,nivel,TP,0.3825693402391335,0.29604530713007965,16.52720000000052,1,2020
0.618,1:2,SL,-1.0,-1.086524033109054,16.52720000000052,1,2020
0.705,nivel,TP,0.4976731991873551,0.4039457298290255,15.256999999999632,1,2020
0.705,1:2,SL,-1.0,-1.0937274693583297,15.256999999999632,1,2020
0.79,nivel,TP,0.00956050228298311,-0.09246575342477116,14.016000000001139,1,2020
0.79,1:2,SL,-1.0,-1.1020262557077543,14.016000000001139,1,2020
0.5,nivel,TP,0.17777777777796053,-0.03407407407389723,6.749999999999812,1,2020
0.5,1:2,SL,-1.0,-1.2118518518518577,6.749999999999812,1,2020
0.618,nivel,TP,0.3005496662742308,0.06661431749788949,6.112799999999918,1,2020
0.618,1:2,SL,-1.0,-1.2339353487763414,6.112799999999918,1,2020
0.705,nivel,TP,0.28316659417150153,0.07583007104554268,6.897000000001263,1,2020
0.705,1:2,SL,-1.0,-1.2073365231259587,6.897000000001263,1,2020
0.79,nivel,TP,0.3967803030301766,0.1710858585858155,6.33600000000234,1,2020
0.79,1:2,SL,-1.0,-1.2256944444443612,6.33600000000234,1,2020
0.5,nivel,TP,1.817142857143127,1.4902857142858859,4.3749999999986855,-1,2020
0.5,1:2,TP,2.0,1.673142857142759,4.3749999999986855,-1,2020
0.618,nivel,TP,0.041140837960575445,-0.3197879858660157,3.9619999999973565,-1,2020
0.618,1:2,TP,2.0,1.639071176173409,3.9619999999973565,-1,2020
0.705,nivel,TP,0.12781954887189287,-0.2631578947373099,3.657499999998315,-1,2020
0.705,1:2,TP,2.0,1.6090225563907974,3.657499999998315,-1,2020
0.79,nivel,TP,0.2276785714280876,-0.19791666666728738,3.3599999999989194,-1,2020
0.79,1:2,TP,2.0,1.574404761904625,3.3599999999989194,-1,2020
0.5,nivel,TP,0.11525423728813763,0.06677966101695132,29.50000000000008,-1,2020
0.5,1:2,SL,-1.0,-1.0484745762711862,29.50000000000008,-1,2020
0.618,nivel,TP,0.23150865424925435,0.17798107444449976,26.715200000000383,-1,2020
0.618,1:2,SL,-1.0,-1.0535275798047545,26.715200000000383,-1,2020
0.705,nivel,TP,0.001540832049305932,-0.056443110858812436,24.66199999999974,-1,2020
0.705,1:2,SL,-1.0,-1.0579839429081184,24.66199999999974,-1,2020
0.79,nivel,TP,0.09021892655361687,0.027100988700512016,22.656000000000898,-1,2020
0.79,1:2,SL,-1.0,-1.0631179378531048,22.656000000000898,-1,2020
0.5,nivel,TP,0.11525423728813763,0.06677966101695132,29.50000000000008,-1,2020
0.5,1:2,SL,-1.0,-1.0484745762711862,29.50000000000008,-1,2020
0.618,nivel,TP,0.23150865424925435,0.17798107444449976,26.715200000000383,-1,2020
0.618,1:2,SL,-1.0,-1.0535275798047545,26.715200000000383,-1,2020
0.705,nivel,TP,0.001540832049305932,-0.056443110858812436,24.66199999999974,-1,2020
0.705,1:2,SL,-1.0,-1.0579839429081184,24.66199999999974,-1,2020
0.79,nivel,TP,0.09021892655361687,0.027100988700512016,22.656000000000898,-1,2020
0.79,1:2,SL,-1.0,-1.0631179378531048,22.656000000000898,-1,2020
0.5,nivel,TP,0.11525423728813763,0.06677966101695132,29.50000000000008,-1,2020
0.5,1:2,SL,-1.0,-1.0484745762711862,29.50000000000008,-1,2020
0.618,nivel,TP,0.23150865424925435,0.17798107444449976,26.715200000000383,-1,2020
0.618,1:2,SL,-1.0,-1.0535275798047545,26.715200000000383,-1,2020
0.705,nivel,TP,0.001540832049305932,-0.056443110858812436,24.66199999999974,-1,2020
0.705,1:2,SL,-1.0,-1.0579839429081184,24.66199999999974,-1,2020
0.79,nivel,TP,0.09021892655361687,0.027100988700512016,22.656000000000898,-1,2020
0.79,1:2,SL,-1.0,-1.0631179378531048,22.656000000000898,-1,2020
0.5,nivel,TP,0.06131386861315913,-0.022189781021887928,17.124999999997836,1,2020
0.5,1:2,TP,2.0,1.916496350364953,17.124999999997836,1,2020
0.618,nivel,TP,0.10146231971016118,0.022012578616304512,17.99879999999865,1,2020
0.618,1:2,TP,2.0,1.9205502589061434,17.99879999999865,1,2020
0.5,nivel,TP,0.10389610389621026,0.02961038961049421,19.249999999999545,1,2020
0.5,1:2,TP,2.0,1.925714285714284,19.249999999999545,1,2020
0.5,nivel,SL,-1.0,-1.0453968253968255,31.49999999999986,-1,2020
0.5,1:2,SL,-1.0,-1.0453968253968255,31.49999999999986,-1,2020
0.618,nivel,TP,0.009591115598194012,-0.040537887711021986,28.52639999999962,-1,2020
0.618,1:2,SL,-1.0,-1.050129003309216,28.52639999999962,-1,2020
0.705,nivel,TP,0.07465633781423214,0.02035391509075466,26.33399999999897,-1,2020
0.705,1:2,SL,-1.0,-1.0543024227234774,26.33399999999897,-1,2020
0.79,nivel,TP,0.16077196382429906,0.1030361757106027,24.767999999999457,-1,2020
0.79,1:2,SL,-1.0,-1.0577357881136964,24.767999999999457,-1,2020
0.5,nivel,SL,-1.0,-1.0453968253968255,31.49999999999986,-1,2020
0.5,1:2,SL,-1.0,-1.0453968253968255,31.49999999999986,-1,2020
0.618,nivel,TP,0.009591115598194012,-0.040537887711021986,28.52639999999962,-1,2020
0.618,1:2,SL,-1.0,-1.050129003309216,28.52639999999962,-1,2020
0.705,nivel,TP,0.07465633781423214,0.02035391509075466,26.33399999999897,-1,2020
0.705,1:2,SL,-1.0,-1.0543024227234774,26.33399999999897,-1,2020
0.79,nivel,TP,0.16077196382429906,0.1030361757106027,24.767999999999457,-1,2020
0.79,1:2,SL,-1.0,-1.0577357881136964,24.767999999999457,-1,2020
0.5,nivel,SL,-1.0,-1.0701840490797498,20.375000000001364,-1,2020
0.5,1:2,SL,-1.0,-1.0701840490797498,20.375000000001364,-1,2020
0.618,nivel,SL,-1.0,-1.0775000541958322,18.451600000002344,-1,2020
0.618,1:2,SL,-1.0,-1.0775000541958322,18.451600000002344,-1,2020
0.705,nivel,SL,-1.0,-1.0839522118178833,17.033500000001034,-1,2020
