dia,ses,lado,entrada,stop,riesgo,edad,ts,R,motivo,ins
2023-01-03,NY,1,1833.145,1827.515,5.629999999999882,1,2023-01-03 15:59:00,2.0,TP,XAUUSD
2023-01-04,NY,1,1852.335,1846.928,5.406999999999925,1,2023-01-04 19:59:00,-1.0,SL,XAUUSD
2023-01-05,Londres,-1,1849.265,1855.008,5.742999999999938,5,2023-01-05 07:59:00,2.0,TP,XAUUSD
2023-01-06,Asia,1,1832.725,1830.022,2.7029999999999745,8,2023-01-05 23:59:00,2.0,TP,XAUUSD
2023-01-09,Asia,-1,1869.585,1869.818,0.23299999999994725,1,2023-01-08 23:59:00,-1.0,SL,XAUUSD
2023-01-10,Asia,1,1870.595,1867.735,2.8600000000001273,1,2023-01-10 00:59:00,2.0,TP,XAUUSD
2023-01-11,Asia,-1,1877.165,1877.258,0.09300000000007458,2,2023-01-10 23:59:00,2.0,TP,XAUUSD
2023-01-12,Asia,1,1876.845,1874.338,2.507000000000062,2,2023-01-11 23:59:00,2.0,TP,XAUUSD
2023-01-13,Londres,-1,1899.625,1906.875,7.25,1,2023-01-13 11:59:00,-1.0,SL,XAUUSD
2023-01-16,Asia,-1,1916.845,1922.057,5.211999999999989,1,2023-01-15 23:59:00,-1.0,SL,XAUUSD
2023-01-17,Asia,-1,1912.965,1918.748,5.783000000000129,1,2023-01-17 01:59:00,2.0,TP,XAUUSD
2023-01-18,Asia,1,1907.208,1906.598,0.6100000000001273,3,2023-01-18 00:59:00,2.0,TP,XAUUSD
2023-01-19,Asia,1,1906.795,1902.867,3.928000000000111,4,2023-01-18 23:59:00,-1.0,SL,XAUUSD
2023-01-20,Asia,-1,1923.638,1927.725,4.086999999999989,4,2023-01-20 04:59:00,-1.0,SL,XAUUSD
2023-01-23,Asia,1,1927.165,1923.598,3.5670000000000073,2,2023-01-22 23:59:00,2.0,TP,XAUUSD
2023-01-24,Asia,-1,1931.225,1932.548,1.3230000000000928,1,2023-01-23 23:59:00,-1.0,SL,XAUUSD
2023-01-25,Asia,-1,1936.925,1937.447,0.5219999999999345,8,2023-01-24 23:59:00,-1.0,SL,XAUUSD
2023-01-26,Asia,-1,1945.175,1949.095,3.9200000000000728,1,2023-01-26 00:59:00,2.0,TP,XAUUSD
2023-01-27,Asia,1,1930.655,1927.427,3.2280000000000655,9,2023-01-26 23:59:00,-1.0,SL,XAUUSD
2023-01-30,Asia,1,1928.875,1925.368,3.507000000000062,9,2023-01-29 23:59:00,-1.0,SL,XAUUSD
2023-01-31,Asia,1,1922.695,1920.958,1.7369999999998527,5,2023-01-31 00:59:00,2.0,TP,XAUUSD
2023-02-01,Asia,-1,1927.198,1928.327,1.1289999999999054,3,2023-01-31 23:59:00,-1.0,SL,XAUUSD
2023-02-02,Asia,-1,1952.985,1956.035,3.050000000000182,1,2023-02-01 23:59:00,-1.0,SL,XAUUSD
2023-02-03,Asia,1,1915.025,1911.288,3.73700000000008,9,2023-02-02 23:59:00,-1.0,SL,XAUUSD
2023-02-06,Asia,1,1865.425,1859.637,5.788000000000011,1,2023-02-05 23:59:00,2.0,TP,XAUUSD
2023-02-07,Asia,1,1868.445,1866.587,1.8579999999999472,2,2023-02-06 23:59:00,2.0,TP,XAUUSD
2023-02-08,Asia,-1,1875.935,1878.305,2.3700000000001182,2,2023-02-08 01:59:00,-1.0,SL,XAUUSD
2023-02-09,Asia,-1,1874.855,1875.955,1.099999999999909,7,2023-02-08 23:59:00,2.0,TP,XAUUSD
2023-02-10,Asia,1,1859.985,1852.578,7.406999999999925,1,2023-02-10 05:59:00,-0.05400297016334111,tiempo,XAUUSD
2023-02-13,Asia,1,1861.345,1858.035,3.3099999999999454,4,2023-02-13 01:59:00,-1.0,SL,XAUUSD
2023-02-14,Asia,1,1854.355,1852.887,1.4680000000000746,2,2023-02-13 23:59:00,2.0,TP,XAUUSD
2023-02-15,Asia,1,1854.825,1853.338,1.48700000000008,2,2023-02-14 23:59:00,2.0,TP,XAUUSD
2023-02-16,Asia,1,1842.145,1840.635,1.509999999999991,3,2023-02-16 02:59:00,-1.0,SL,XAUUSD
2023-02-17,Asia,1,1834.255,1833.135,1.1200000000001182,3,2023-02-16 23:59:00,-1.0,SL,XAUUSD
2023-02-20,Asia,-1,1838.595,1841.808,3.2129999999999654,7,2023-02-19 23:59:00,-1.0,SL,XAUUSD
2023-02-21,Asia,-1,1841.675,1842.735,1.0599999999999454,9,2023-02-20 23:59:00,-1.0,SL,XAUUSD
2023-02-22,Asia,-1,1836.215,1838.345,2.130000000000109,9,2023-02-22 01:59:00,-1.0,SL,XAUUSD
2023-02-23,Asia,1,1824.435,1823.035,1.3999999999998636,1,2023-02-23 00:59:00,2.0,TP,XAUUSD
2023-02-24,Asia,1,1826.325,1822.905,3.4200000000000728,2,2023-02-24 00:59:00,-1.0,SL,XAUUSD
2023-02-27,Asia,1,1809.145,1806.935,2.2100000000000364,1,2023-02-27 04:59:00,2.0,TP,XAUUSD
2023-02-28,Asia,1,1817.688,1816.415,1.2730000000001382,7,2023-02-28 02:59:00,-1.0,SL,XAUUSD
2023-03-01,Asia,-1,1825.395,1827.228,1.8330000000000837,8,2023-02-28 23:59:00,-1.0,SL,XAUUSD
2023-03-02,Asia,-1,1836.475,1838.364,1.8890000000001237,3,2023-03-01 23:59:00,2.0,TP,XAUUSD
2023-03-03,Asia,-1,1838.685,1841.445,2.759999999999991,1,2023-03-03 01:59:00,-1.0,SL,XAUUSD
2023-03-06,Asia,-1,1853.895,1856.385,2.490000000000009,1,2023-03-06 04:59:00,-1.0,SL,XAUUSD
2023-03-07,Asia,1,1845.815,1844.035,1.7799999999999727,1,2023-03-07 00:59:00,2.0,TP,XAUUSD
2023-03-08,Asia,1,1813.255,1812.205,1.050000000000182,1,2023-03-08 00:59:00,-1.0,SL,XAUUSD
2023-03-09,Asia,1,1815.175,1812.758,2.4169999999999163,4,2023-03-08 23:59:00,-1.0,SL,XAUUSD
2023-03-10,Londres,-1,1835.055,1837.2549999999999,2.199999999999818,2,2023-03-10 08:59:00,-1.0,SL,XAUUSD
2023-03-13,Asia,1,1872.925,1872.048,0.8769999999999527,1,2023-03-13 00:59:00,2.0,TP,XAUUSD
2023-03-14,Asia,-1,1912.295,1913.994,1.6989999999998417,1,2023-03-13 23:59:00,2.0,TP,XAUUSD
2023-03-15,Asia,1,1901.608,1899.785,1.8229999999998654,3,2023-03-14 23:59:00,2.0,TP,XAUUSD
2023-03-16,Asia,-1,1913.405,1924.295,10.8900000000001,6,2023-03-15 23:59:00,-1.0,SL,XAUUSD
2023-03-17,Asia,-1,1929.395,1932.725,3.3299999999999272,1,2023-03-17 04:59:00,-1.0,SL,XAUUSD
2023-03-20,Asia,1,1987.915,1974.295,13.61999999999989,1,2023-03-20 04:59:00,-1.0,SL,XAUUSD
2023-03-21,Asia,-1,1983.128,1984.388,1.259999999999991,1,2023-03-21 01:59:00,-1.0,SL,XAUUSD
2023-03-22,Asia,1,1939.735,1934.165,5.569999999999936,1,2023-03-22 06:59:00,2.0,TP,XAUUSD
2023-03-23,Asia,1,1972.785,1969.505,3.2799999999999727,6,2023-03-22 23:59:00,-1.0,SL,XAUUSD
2023-03-24,Londres,1,1985.375,1981.125,4.25,1,2023-03-24 07:59:00,2.0,TP,XAUUSD
2023-03-27,Asia,1,1973.664,1969.094,4.569999999999936,5,2023-03-26 22:59:00,-1.0,SL,XAUUSD
2023-03-28,Asia,-1,1957.705,1960.025,2.3200000000001637,1,2023-03-28 04:59:00,-1.0,SL,XAUUSD
2023-03-29,Asia,-1,1971.835,1973.635,1.7999999999999545,5,2023-03-28 23:59:00,2.0,TP,XAUUSD
2023-03-30,Asia,1,1963.145,1962.788,0.3569999999999709,3,2023-03-29 23:59:00,-1.0,SL,XAUUSD
2023-03-31,Asia,-1,1982.285,1983.555,1.2699999999999818,1,2023-03-31 01:59:00,2.0,TP,XAUUSD
2023-04-03,Asia,-1,1962.394,1972.308,9.913999999999987,5,2023-04-02 22:59:00,-1.0,SL,XAUUSD
