R,neta,rgo,lado,gana,fvg,pos,anio
-1.0,-1.3253090435914205,4.610999999999876,-1,False,True,0.5052854122621667,2020
-1.0,-1.1795977011494405,8.351999999999293,1,False,True,0.47437011294527215,2020
2.448275862068862,2.3794021764083655,21.779000000000792,1,True,True,0.2283587935761845,2020
-1.0,-1.2693965517241608,5.567999999999529,1,False,True,0.3750000000000052,2020
-1.0,-1.3471418653089404,4.321000000000197,1,False,True,0.31880108991826434,2020
2.4482758620695018,1.9509283819633199,3.015999999999508,-1,True,True,0.6858757062146955,2020
2.4482758620695018,1.9509283819633199,3.015999999999508,-1,True,True,0.6757062146892713,2020
-1.0,-1.247483913545632,6.060999999999694,-1,False,True,0.7884028484231937,2020
-1.0,-1.4239683436969617,3.538000000000352,1,False,True,-0.07200000000000273,2020
-1.0,-1.3617072582589484,4.147000000000389,1,False,True,0.16161616161616676,2020
-1.0,-1.228867866951485,6.55399999999986,-1,False,True,0.7605893186003764,2020
2.4482758620688823,2.346255866149683,14.703000000000088,1,True,True,0.05266380894059936,2020
-1.0,-1.5070993914808035,2.957999999999572,1,False,True,0.4754990925589828,2020
-1.0,-1.2340458729910795,6.409000000000731,1,False,True,0.14395393474088816,2020
2.448275862068931,2.2979149959903475,9.97600000000034,1,True,True,0.09424603174603104,2020
2.4482758620692535,1.860501567398412,2.552000000000021,-1,True,True,0.9681881051175519,2020
2.448275862068989,1.7397260273972137,2.1169999999997913,-1,True,True,0.8185185185185225,2020
2.4482758620695018,1.9509283819633199,3.015999999999508,1,True,True,0.11336717428086929,2020
2.4482758620686584,2.08656860380971,4.147000000000389,1,True,True,0.28254847645428693,2020
-1.0,-1.0987101868912856,15.196000000000254,1,False,True,0.09188801148600147,2020
-1.0,-1.5747126436781704,2.609999999999957,1,False,True,0.0561497326203237,2020
2.448275862069395,2.149292405820607,5.0169999999994275,1,True,True,0.2743589743589722,2020
2.4482758620694045,2.112404836543156,4.465999999999326,-1,True,True,0.7694174757281536,2020
-1.0,-1.4458977407847078,3.3640000000005443,1,False,True,0.2002518891687741,2020
2.448275862068845,2.217364532019581,6.495999999999924,-1,True,True,0.719910011248598,2021
2.4482758620691336,2.1270079246092792,4.668999999999812,1,True,True,0.03609154929577153,2021
2.4482758620689578,2.2110091743119233,6.322000000000116,-1,True,True,0.5305623471882625,2021
2.4482758620697793,1.8097062579828074,2.348999999999535,1,True,True,0.3338954468802565,2021
-1.0,-1.5877742946708415,2.552000000000021,1,False,True,0.36637931034482213,2021
2.44827586206878,2.2300305543429033,6.873000000000218,1,True,True,0.1758241758241804,2021
