entrada,salida,px_ent,px_sal,lotes,atr,motivo,noches,bruto,coste,neto,peor,capital
2020-01-15 14:02:00,2020-01-15 14:16:00,1557.065,1553.475305263158,2.950118159995769,3.3896947368421144,stop,0,-1059.0023631999254,17.700708959974612,-1076.7030721599,-1047.2919467985007,98923.2969278401
2020-01-17 12:16:00,2020-01-17 13:49:00,1558.348,1555.2530210526315,3.417064466660896,2.894978947368425,stop,0,-1057.5742586116164,20.502386799965375,-1078.0766454115817,-1053.4809750715237,97845.22028242852
2020-01-17 18:25:00,2020-01-17 20:43:00,1560.8880000000001,1557.8396421052632,3.4351448763944115,2.8483578947368473,stop,0,-1047.155100352195,20.61086925836647,-1067.7659696105613,-1000.6577024937146,96777.45431281796
2020-01-20 05:43:00,2020-01-20 10:00:00,1561.355,1560.148,3.4708211558449524,2.7883157894736876,tiempo,0,-418.928113510523,20.824926935069715,-439.7530404455927,-767.051475441766,96337.70127237237
2020-01-21 01:17:00,2020-01-21 06:00:00,1562.905,1565.415,3.6999784200341206,2.6037368421052562,tiempo,0,928.6945834285609,22.199870520204723,906.4947129083562,-324.4881074369951,97244.19598528073
2020-01-23 14:44:00,2020-01-23 15:07:00,1563.875,1560.8707894736842,3.4677922742498986,2.8042105263157713,stop,0,-1041.797805337806,20.80675364549939,-1062.6045589833054,-994.2160450274516,96181.59142629743
2020-01-24 15:11:00,2020-01-24 20:00:00,1568.048,1570.848,3.325744854463378,2.8920315789473485,tiempo,0,931.2085592497308,19.954469126780268,911.2540901229505,-339.22597515527667,97092.84551642038
2020-01-26 23:00:00,2020-01-27 04:00:00,1579.448,1579.145,2.990823829801165,3.2463578947368252,tiempo,1,-90.62196204300848,122.62377702184776,-213.24573906485625,-784.4930905569032,96879.59977735551
2020-01-30 08:21:00,2020-01-30 09:20:00,1583.165,1579.5900105263156,2.8705156129450096,3.3749894736841988,stop,0,-1026.2063100325001,17.223093677670057,-1043.4294037101702,-1115.7694187517247,95836.17037364535
2020-01-30 17:38:00,2020-01-30 19:42:00,1585.3880000000001,1581.6335894736844,2.69626059410142,3.5544105263157832,stop,0,-1012.2869156184659,16.17756356460852,-1028.4644791830744,-1359.7242176053933,94807.70589446227
2020-01-31 15:46:00,2020-01-31 16:56:00,1586.088,1582.670494736842,2.946621625768888,3.2175052631578804,stop,0,-1007.0094914599956,17.67972975461333,-1024.689221214609,-1158.9062854149176,93783.01667324766
2020-01-31 21:30:00,2020-02-03 00:35:00,1589.6760000000002,1586.2078421052634,2.869598706484759,3.2681578947368317,stop,3,-995.2221408621641,318.5254564198083,-1313.7475972819725,-1300.2151739082583,92469.2690759657
2020-02-07 00:45:00,2020-02-07 05:00:00,1568.3780000000002,1565.478,2.542356954761187,3.637147368421036,tiempo,0,-737.2835168807673,15.25414172856712,-752.5376586093344,-816.0965824783641,91716.73141735636
2020-02-07 10:11:00,2020-02-07 12:18:00,1569.265,1565.6425263157896,2.679837447413812,3.4224736842105097,stop,0,-970.7640631218347,16.07902468448287,-986.8430878063176,-980.0165545192865,90729.88832955004
2020-02-09 23:32:00,2020-02-10 01:44:00,1574.208,1570.4880105263157,2.577561353744269,3.5199894736841926,stop,1,-958.850110370423,105.68001550351504,-1064.530125873938,-1059.3777163889063,89665.3582036761
2020-02-10 17:35:00,2020-02-10 20:27:00,1576.778,1573.1437157894736,2.6108892772719825,3.434284210526307,stop,0,-948.8713675822257,15.665335663631895,-964.5367032458577,-953.7578529874747,88700.82150043025
2020-02-13 03:55:00,2020-02-13 08:00:00,1574.178,1575.0449999999998,3.0919137444377442,2.868800000000008,tiempo,0,268.0689216426703,18.551482466626467,249.51743917604387,-634.7698917331201,88950.33893960628
2020-02-13 09:54:00,2020-02-13 12:02:00,1575.978,1572.8840315789473,3.0736458038906926,2.8939684210526426,stop,0,-950.9763054739097,18.441874823344158,-969.4181802972539,-974.3457198333887,87980.92075930903
2020-02-14 13:37:00,2020-02-14 18:00:00,1578.448,1583.355,3.526482824555003,2.494863157894753,tiempo,0,1730.4451220091137,21.158896947330017,1709.2862250617836,-469.022215665809,89690.2069843708
2020-02-14 19:16:00,2020-02-16 23:00:00,1584.268,1581.592042105263,3.622444758653811,2.475957894736865,stop,2,-969.3509650168112,275.30580165768964,-1244.656766674501,-1532.294132910572,88445.5502176963
2020-02-17 23:02:00,2020-02-18 04:00:00,1585.1480000000001,1586.565,3.7093256065412015,2.3844105263158135,tiempo,1,525.6114384468572,152.08234986818928,373.5290885786679,-856.8542151110512,88819.07930627497
2020-02-18 07:15:00,2020-02-18 12:00:00,1587.555,1587.605,4.036632142646805,2.2003263157894946,tiempo,0,20.183160713215667,24.219792855880826,-4.036632142665159,-519.5145567586796,88815.0426741323
2020-02-18 14:10:00,2020-02-18 14:34:00,1592.048,1589.6013684210525,3.9532535510671,2.2466315789473836,stop,0,-967.215497762718,23.7195213064026,-990.9350190691206,-918.3407999128557,87824.10765506318
2020-02-19 06:24:00,2020-02-19 06:56:00,1605.218,1602.6555473684211,3.717497082528391,2.362452631578964,stop,0,-952.5910182011891,22.304982495170346,-974.8960006963594,-967.6644905821847,86849.21165436682
2020-02-19 20:49:00,2020-02-20 00:02:00,1611.4080000000001,1608.9326210526317,3.8169119809608465,2.275378947368441,stop,1,-944.8303561628795,156.4933912193947,-1101.3237473822742,-1329.4304429686981,85747.88790698454
2020-02-20 11:42:00,2020-02-20 16:00:00,1613.088,1617.595,3.576844769198524,2.397305263157908,tiempo,0,1612.0839374777968,21.461068615191145,1590.6228688626056,-208.53005004424207,87338.51077584714
2020-02-21 02:19:00,2020-02-21 07:00:00,1623.858,1631.095,3.2266584185147176,2.7067789473684187,tiempo,0,2335.132697479127,19.359950511088307,2315.7727469680385,-445.2788617550105,89654.28352281518
2020-02-21 08:07:00,2020-02-21 08:45:00,1635.498,1632.513252631579,3.2194763711599936,2.7847473684210424,stop,0,-960.932362651351,19.316858226959962,-980.249220878311,-950.7113724035555,88674.03430193687
2020-02-21 14:45:00,2020-02-21 14:45:00,1645.675,1642.4861789473684,2.966856587946674,2.9888210526315704,stop,0,-946.0774747782845,17.801139527680043,-963.8786143059644,-1340.129120775477,87710.1556876309
2020-02-23 23:00:00,2020-02-24 04:00:00,1654.798,1660.585,2.667062966421898,3.2886421052631487,tiempo,1,1543.4293386683617,109.34958162329782,1434.0797570450638,-922.8037863819646,89144.23544467597
2020-02-24 08:28:00,2020-02-24 13:00:00,1680.805,1680.575,2.3099967996716524,3.859063157894726,tiempo,0,-53.129926392452205,13.859980798029914,-66.98990719048211,-649.1091007077343,89077.24553748549
2020-02-27 15:34:00,2020-02-27 15:58:00,1658.895,1651.373842105263,1.2167097994365481,7.32115789473683,stop,0,-915.1066513635964,7.300258796619289,-922.4069101602156,-906.0837876403905,88154.83862732527
2020-03-03 15:43:00,2020-03-03 15:52:00,1641.478,1632.7463894736843,1.0332731241705333,8.531610526315793,stop,0,-902.2138487566602,6.1996387450232,-908.4134875016834,-987.8091067070299,87246.42513982358
2020-03-05 12:22:00,2020-03-05 17:00:00,1652.748,1661.798,1.01849999733139,8.566168421052646,tiempo,0,921.7424975849033,6.110999983988339,915.6314976009149,-272.95799928482455,88162.0566374245
2020-03-05 18:00:00,2020-03-06 00:00:00,1667.4850000000001,1674.318,1.1056919496957431,7.973473684210538,tiempo,1,755.5193092270854,45.33336993752547,710.1859392895599,-321.42464977656033,88872.24257671405
2020-03-06 04:34:00,2020-03-06 06:33:00,1676.675,1669.7395052631578,1.319461242996697,6.735494736842113,stop,0,-915.1116506270861,7.916767457980182,-923.0284180850663,-1007.6725512765772,87949.21415862898
2020-03-06 10:02:00,2020-03-06 13:29:00,1686.098,1679.212442105263,1.3155104711286139,6.685557894736851,stop,0,-905.8023510088618,7.893062826771683,-913.6954138356335,-1443.1149868280702,87035.51874479334
