R,mot,riesgo,ali,neto,ins
0.39534883720937436,TP,8.599999999998609,True,0.25581395348842156,EURUSD
-1.0,SL,11.900000000000244,False,-1.1008403361344516,EURUSD
-1.0,SL,9.299999999998754,False,-1.1290322580645333,EURUSD
-1.0,SL,2.100000000000435,True,-1.571428571428453,EURUSD
-1.0,SL,12.199999999999989,False,-1.098360655737705,EURUSD
2.5454545454563804,TP,2.1999999999988695,True,2.0000000000015548,EURUSD
3.1363636363614344,TP,2.20000000000109,False,2.590909090907159,EURUSD
0.2235294117645983,TP,8.500000000000174,True,0.08235294117636591,EURUSD
2.8688524590162623,TP,6.099999999999994,True,2.6721311475408522,EURUSD
-1.0,SL,5.899999999998684,True,-1.20338983050852,EURUSD
0.1660377358490525,TP,26.500000000000412,True,0.12075471698112866,EURUSD
-1.0,SL,7.399999999999629,False,-1.1621621621621703,EURUSD
0.3239436619718736,TP,21.299999999999653,False,0.26760563380285857,EURUSD
-1.0,SL,2.4000000000001798,False,-1.4999999999999625,EURUSD
-1.0,SL,0.9999999999998899,False,-2.200000000000132,EURUSD
1.0588235294114958,TP,6.800000000000139,False,0.8823529411762053,EURUSD
1.5853658536585498,TP,4.100000000000215,False,1.2926829268292968,EURUSD
-1.0,SL,2.80000000000058,True,-1.4285714285713398,EURUSD
-1.0,SL,7.199999999998319,False,-1.1666666666667056,EURUSD
-1.0,SL,5.1000000000001044,False,-1.235294117647054,EURUSD
0.3438914027148671,TP,22.100000000000453,False,0.2895927601809316,EURUSD
-1.0,SL,12.599999999998168,True,-1.095238095238109,EURUSD
-1.0,SL,4.999999999999449,False,-1.2400000000000264,EURUSD
1.3396226415096157,TP,5.299999999999194,False,1.1132075471699587,EURUSD
1.2053571428570986,TP,11.200000000000099,False,1.0982142857142425,EURUSD
0.6846846846848036,TP,11.099999999999444,False,0.57657657657669,EURUSD
-1.0,SL,10.900000000000354,False,-1.1100917431192625,EURUSD
-1.0,SL,8.099999999999774,False,-1.1481481481481524,EURUSD
-1.0,SL,2.4000000000001798,True,-1.4999999999999625,EURUSD
-1.0,SL,4.699999999999704,True,-1.2553191489361861,EURUSD
-1.0,SL,3.1000000000003247,False,-1.3870967741935079,EURUSD
0.6491228070175575,TP,5.699999999999594,True,0.4385964912280689,EURUSD
0.1403508771931328,TP,5.699999999999594,True,-0.07017543859635586,EURUSD
0.8571428571434614,TP,4.199999999998649,True,0.5714285714290839,EURUSD
-1.0,SL,10.399999999999299,False,-1.1153846153846232,EURUSD
0.9166666666670136,TP,4.799999999998139,False,0.6666666666669167,EURUSD
0.42499999999966,TP,8.00000000000134,False,0.2749999999996851,EURUSD
-1.0,SL,7.299999999998974,True,-1.1643835616438587,EURUSD
0.7777777777774253,TP,6.300000000001305,True,0.5873015873012742,EURUSD
0.6123595505618545,TP,17.799999999998928,False,0.5449438202247718,EURUSD
-1.0,SL,3.9999999999995595,False,-1.3000000000000331,EURUSD
0.3799999999997824,TP,10.000000000001119,False,0.25999999999979584,EURUSD
-1.0,SL,18.700000000000383,True,-1.064171122994651,EURUSD
1.4687499999997977,TP,9.600000000000719,True,1.343749999999807,EURUSD
0.6513157894737294,TP,15.199999999999658,True,0.5723684210526749,EURUSD
37.30000000000422,TP,0.9999999999998899,True,36.10000000000409,EURUSD
-1.0,SL,1.80000000000069,False,-1.6666666666664112,EURUSD
-1.0,SL,20.099999999998452,True,-1.059701492537318,EURUSD
0.5185185185184759,TP,13.499999999999623,True,0.4296296296295845,EURUSD
1.2658227848100898,TP,23.699999999999832,False,1.2151898734176845,EURUSD
-1.0,SL,18.499999999999073,False,-1.0648648648648682,EURUSD
-1.0,SL,7.199999999998319,True,-1.1666666666667056,EURUSD
0.29213483146057323,TP,17.80000000000115,False,0.2247191011234989,EURUSD
0.8725099601593683,TP,50.200000000000244,False,0.8486055776892489,EURUSD
-1.0,SL,11.900000000000244,True,-1.1008403361344516,EURUSD
2.330188679245123,TP,10.600000000000609,False,2.2169811320753183,EURUSD
1.3644067796609365,TP,23.600000000001398,True,1.3135593220338209,EURUSD
1.5409252669039064,TP,28.099999999999792,False,1.4982206405693865,EURUSD
0.43956043956040736,TP,9.099999999999664,False,0.30769230769227063,EURUSD
-1.0,SL,20.500000000001073,False,-1.0585365853658506,EURUSD
-1.0,SL,35.99999999999825,False,-1.033333333333335,EURUSD
-1.0,SL,41.400000000000325,True,-1.0289855072463765,EURUSD
-1.0,SL,34.399999999998876,False,-1.0348837209302337,EURUSD
-1.0,SL,97.10000000000107,True,-1.0123583934088567,EURUSD
-1.0,SL,64.69999999999976,False,-1.01854714064915,EURUSD
0.4879227053139843,TP,20.700000000000163,True,0.42995169082123114,EURUSD
-1.0,SL,33.30000000000055,False,-1.0360360360360354,EURUSD
-1.0,SL,22.099999999998232,False,-1.054298642533941,EURUSD
1.2117486338797734,TP,73.19999999999993,False,1.1953551912568225,EURUSD
-1.0,SL,23.999999999999577,True,-1.050000000000001,EURUSD
0.11454545454545682,TP,110.00000000000121,False,0.10363636363636604,EURUSD
-1.0,SL,76.99999999999818,True,-1.015584415584416,EURUSD
21.49999999999815,TP,4.8000000000003595,False,21.249999999998167,EURUSD
0.46103038309115724,TP,75.69999999999854,True,0.4451783355350143,EURUSD
1.0241935483871363,TP,37.199999999999456,True,0.9919354838710068,EURUSD
-1.0,SL,28.200000000000447,False,-1.042553191489361,EURUSD
-1.0,SL,15.000000000000568,False,-1.079999999999997,EURUSD
-1.0,SL,31.29999999999855,True,-1.0383386581469667,EURUSD
2.5348837209302886,TP,12.900000000000134,True,2.4418604651163363,EURUSD
-1.0,SL,56.30000000000024,False,-1.0213143872113677,EURUSD
8.500000000000142,TP,7.800000000000029,True,8.346153846153989,EURUSD
-1.0,SL,13.999999999998458,True,-1.0857142857142952,EURUSD
2.0279720279719,TP,14.300000000000423,False,1.9440559440558185,EURUSD
-1.0,SL,32.69999999999884,True,-1.0366972477064234,EURUSD
-1.0,SL,8.799999999999919,False,-1.1363636363636376,EURUSD
0.48358208955229676,TP,33.49999999999964,False,0.4477611940299083,EURUSD
1.2880794701986489,TP,30.200000000000227,False,1.2483443708609008,EURUSD
-1.0,SL,8.60000000000083,True,-1.1395348837209167,EURUSD
-1.0,SL,6.299999999999084,True,-1.1904761904762182,EURUSD
-1.0,SL,11.700000000001154,False,-1.1025641025640924,EURUSD
-1.0,SL,23.099999999998122,True,-1.0519480519480562,EURUSD
9.124999999996618,TP,3.20000000000098,False,8.749999999996733,EURUSD
