dia,cierre_min,crt_h4_cer,crt_h4_viva,pos_h4,crt_m15,crt_m15_viva
2025-12-15,665,0,0,0.8490566037735717,0,-1
2025-12-15,670,0,0,0.9622641509434279,0,0
2025-12-15,675,0,0,0.8113207547169996,0,-1
2025-12-15,680,0,0,0.8679245283018578,-1,1
2025-12-15,685,0,0,1.0377358490565722,-1,0
2025-12-15,690,0,0,0.9119496855345719,-1,0
2026-01-05,480,1,0,0.9593908629441223,0,0
2026-01-05,485,1,0,0.8629441624364412,0,0
2026-01-05,490,1,0,0.7918781725888244,0,0
2026-01-05,495,1,0,0.6903553299492432,0,0
2026-01-05,500,1,0,0.857868020304541,0,1
2026-01-05,505,1,0,0.9847715736039614,0,0
2026-01-05,510,1,-1,0.9137055837563446,0,1
2026-01-05,515,1,0,0.6903553299492432,1,0
2026-01-05,520,1,-1,0.8274111675126892,1,0
2026-01-05,525,1,0,0.7969543147207246,1,0
2026-01-05,530,1,0,0.7106598984770692,0,0
2026-01-05,535,1,-1,0.888324873096393,0,-1
2026-01-05,540,1,0,0.7157360406090821,0,0
2026-01-05,545,1,0,0.736040609137021,0,1
2026-01-05,550,1,0,0.6395939086293397,0,0
2026-01-05,555,1,0,0.7512690355329469,0,1
2026-01-05,560,1,-1,0.9187817258882448,1,0
2026-01-05,565,1,0,1.0456852791877778,1,0
2026-01-05,570,1,0,1.1218274111674074,1,0
2026-01-05,575,1,-1,0.8527918781725282,0,-1
2026-01-05,580,1,0,0.7411167512690339,0,0
2026-01-05,585,1,0,0.5583756345176972,0,0
2026-01-05,590,1,0,0.5736040609136231,0,1
2026-01-05,595,1,0,0.5126903553299195,0,0
2026-01-05,600,1,0,0.5634517766497101,0,1
2026-01-05,605,1,0,0.5736040609136231,1,0
2026-01-05,610,1,0,0.37055837563446054,1,0
2026-01-05,615,1,0,0.3604060913705475,1,0
2026-01-05,620,1,0,0.5279187817258454,0,0
2026-01-05,625,1,0,0.6802030456852174,0,0
2026-01-05,630,1,0,0.5126903553299195,0,-1
2026-01-05,635,1,0,0.44162436548219003,-1,0
2026-01-05,640,1,0,0.3654822335024477,-1,0
2026-01-05,645,1,0,0.1725888324873108,-1,0
2026-01-05,650,1,0,0.16243654822328502,0,0
2026-01-05,655,1,0,0.38578680203038646,0,1
2026-01-05,660,1,0,0.5177664974619324,0,0
2026-01-05,665,1,0,0.39086294416239936,0,-1
2026-01-05,670,1,0,0.5989847715735749,0,0
2026-01-05,675,1,0,0.6700507614213044,0,0
2026-01-05,680,1,0,0.8223350253806764,0,0
2026-01-05,685,1,0,0.6345177664974396,0,-1
2026-01-05,690,1,0,0.5126903553299195,0,0
2026-01-13,480,0,0,0.37226277372261,0,0
2026-01-13,485,0,0,0.401459854014608,0,0
2026-01-13,490,0,0,0.321167883211654,0,-1
2026-01-13,495,0,0,0.24817518248174,0,-1
2026-01-13,500,0,0,0.37956204379565,-1,0
2026-01-13,505,0,0,0.48905109489043996,-1,0
2026-01-13,510,0,0,0.525547445255478,-1,0
2026-01-13,515,0,0,0.700729927007304,0,0
2026-01-13,520,0,0,0.715328467153222,0,0
2026-01-13,525,0,0,0.452554744525564,0,-1
2026-01-13,530,0,0,0.664233576642266,-1,0
2026-01-13,535,0,0,0.5328467153283559,-1,0
2026-01-13,540,0,0,0.75182481751826,-1,0
2026-01-13,545,0,0,0.708029197080182,0,0
2026-01-13,550,0,0,0.897810218978088,0,0
2026-01-13,555,0,0,0.941605839416004,0,0
2026-01-13,560,0,0,0.810218978102094,0,0
2026-01-13,565,0,0,0.686131386861224,0,0
2026-01-13,570,0,0,0.562043795620354,0,0
2026-01-13,575,0,0,0.401459854014608,0,0
2026-01-13,580,0,0,0.591240875912352,0,1
2026-01-13,585,0,0,0.6788321167881839,0,1
2026-01-13,590,0,0,0.700729927007304,1,0
2026-01-13,595,0,0,0.8832116788320079,1,0
2026-01-13,600,0,0,1.11678832116783,1,0
2026-01-13,605,0,0,1.072992700729914,0,-1
2026-01-13,610,0,0,0.839416058394092,0,-1
2026-01-13,615,0,0,0.824817518248174,0,-1
2026-01-13,620,0,0,0.86861313868609,-1,0
2026-01-13,625,0,0,0.919708029197046,-1,0
2026-01-13,630,0,0,1.0145985401459179,-1,0
2026-01-13,635,0,0,1.2627737226276579,0,0
2026-01-13,640,0,0,1.189781021897744,0,0
2026-01-13,645,0,0,1.138686131386788,0,0
2026-01-13,650,0,0,1.204379562043662,0,0
2026-01-13,655,0,0,1.182481751824704,0,0
2026-01-13,660,0,0,1.306569343065574,0,0
2026-01-13,665,0,0,1.36496350364957,0,0
2026-01-13,670,0,0,1.321167883211654,0,0
2026-01-13,675,0,0,1.321167883211654,0,0
2026-01-13,680,0,0,1.138686131386788,0,0
2026-01-13,685,0,0,1.051094890510794,0,0
2026-01-13,690,0,0,1.0,0,0
2026-01-29,480,0,0,0.6052631578946933,0,0
2026-01-29,485,0,0,0.9649122807017202,0,0
2026-01-29,490,0,0,0.7061403508771259,0,0
2026-01-29,495,0,0,0.6666666666666342,0,0
2026-01-29,500,0,0,0.7543859649122363,0,0
2026-01-29,505,0,0,0.6622807017543249,0,0
2026-01-29,510,0,-1,0.5043859649122606,0,0
2026-01-29,515,0,-1,0.19298245614034404,0,0
2026-01-29,520,0,0,0.07456140350877151,0,0
2026-01-29,525,0,0,0.035087719298279786,0,0
2026-01-29,530,0,0,0.030701754385970465,0,0
2026-01-29,535,0,0,0.07894736842108083,0,1
2026-01-29,540,0,1,0.14912280701754302,0,1
2026-01-29,545,0,1,0.17543859649120416,1,0
