fam,N,S,per,etiq,n,R,t,sharpe,lo,hi,tb
C,60,1.0,fuera,real,536,0.01704044439149269,0.6094586097169098,0.41789010917459823,-0.030603633713883478,0.06287906231077275,0.7090441041459306
C,60,2.0,ajuste,real,812,-0.013915194599821412,-1.192533468069139,-0.6643437169216538,-0.034263623152503406,0.010543959847132975,-1.2399612134069822
C,60,2.0,fuera,real,536,0.002773586655952616,0.18352599526932262,0.1258390594155325,-0.02449301474655704,0.02836318018601234,0.20440011236819217
C,60,3.0,ajuste,real,812,-0.00901785165139103,-1.1622808628484713,-0.6474904136500876,-0.022535732009427694,0.007419938930821876,-1.1882911945606787
C,60,3.0,fuera,real,536,-0.0005187116188968409,-0.049507160602388176,-0.033945787981674566,-0.021620509348378045,0.01700549918996869,-0.05224129603294447
C,60,5.0,ajuste,real,812,-0.0054107109908346175,-1.1622808628484713,-0.6474904136500875,-0.013289725233845529,0.003723098325836503,-1.2298053689934316
C,60,5.0,fuera,real,536,-0.00018217118417749917,-0.02899218076389785,-0.019879193420965148,-0.012345518607841194,0.009673804214079373,-0.03225567512617046
C,120,1.0,ajuste,real,812,-0.004122281365053379,-0.1896535818530985,-0.10565335805610095,-0.03968121425531658,0.041287702982212265,-0.20196294563799236
C,120,1.0,fuera,real,536,0.039205362424606455,1.3524607114497347,0.927347559540766,-0.01364305660903811,0.0921776932363809,1.4547634851584013
C,120,2.0,ajuste,real,812,-0.0052691812369820195,-0.46459302530055957,-0.2588182768436611,-0.023576294234565684,0.018675170472151198,-0.48696421389418226
C,120,2.0,fuera,real,536,0.017102843316293834,1.1192017269498176,0.7674078672556679,-0.00967544953738852,0.0414144891794624,1.2818250920241938
C,120,3.0,ajuste,real,812,-0.003253842742831436,-0.43155236394857033,-0.24041178649360784,-0.016884561749343732,0.01262764553177976,-0.4357891291438043
C,120,3.0,fuera,real,536,0.009809691676925775,0.938752959238234,0.6436787837097945,-0.008996809626249337,0.02789941252537968,1.0536428870704564
C,120,5.0,ajuste,real,812,-0.0019523056456988614,-0.4315523639485703,-0.2404117864936078,-0.009525421958721485,0.0071044580874478755,-0.460156832295351
C,120,5.0,fuera,real,536,0.005883784569468293,0.9373687991649712,0.6427297007123459,-0.005736698722860012,0.01620109241896463,1.0343027244046255
C,250,1.0,ajuste,real,812,0.0005697601343355677,0.02954892581722048,0.01646129331719213,-0.029892660596606953,0.04117701216804683,0.03203142307640878
C,250,1.0,fuera,real,536,0.042339881035238565,1.4300710998018418,0.9805630087024567,-0.008632924687700126,0.09526747241510596,1.606541893109604
C,250,2.0,ajuste,real,812,-0.00403458912166865,-0.3946410745236168,-0.21984902337665446,-0.020770283878346295,0.015694854470711714,-0.4270198061526369
C,250,2.0,fuera,real,536,0.021124105254783827,1.3758770604127548,0.9434035483620122,-0.003175693406241436,0.04294512252274329,1.7914688551448277
C,250,3.0,ajuste,real,812,-0.0025290007746956215,-0.37138701518917544,-0.20689451214035953,-0.013745261099002332,0.011798083771152176,-0.39940599387537545
C,250,3.0,fuera,real,536,0.013047842998937416,1.2533024801526658,0.8593573081247763,-0.0040554979853522554,0.02893301315714769,1.5403986503633516
C,250,5.0,ajuste,real,812,-0.0015174004648173722,-0.37138701518917533,-0.20689451214035948,-0.008154001663943386,0.00644617350968769,-0.40395234765801313
C,250,5.0,fuera,real,536,0.007702129627738107,1.2274452725782135,0.8416276852694077,-0.002850303517176172,0.017830198591035944,1.475812943595168
